"id","order_id","shipment_date","status"
"597","597","2025-07-28 19:00:02","delayed"
"598","598","2025-07-15 02:44:11","out_for_delivery"
"599","599","2025-08-04 00:49:59","shipped"
"600","600","2025-07-19 19:38:42","pending"
"601","601","2025-07-20 22:25:21","pending"
"602","602","2025-08-03 11:05:10","in_transit"
"603","603","2025-07-25 17:14:48","in_transit"
"604","604","2025-07-20 13:15:10","shipped"
"605","605","2025-07-24 21:37:41","returned"
"606","606","2025-07-16 16:00:14","in_transit"
"607","607","2025-07-15 20:29:08","pending"
"608","608","2025-07-22 00:23:05","shipped"
"609","609","2025-07-26 20:47:12","returned"
"610","610","2025-07-19 07:38:49","delivered"
"611","611","2025-07-18 07:48:25","shipped"
"612","612","2025-07-19 16:52:14","delivered"
"613","613","2025-07-23 13:17:07","pending"
"614","614","2025-07-23 22:51:29","pending"
"615","615","2025-07-28 19:05:48","returned"
"616","616","2025-07-16 06:11:56","delivered"
"617","617","2025-07-12 14:24:24","out_for_delivery"
"618","618","2025-07-13 23:00:48","delivered"
"619","619","2025-07-24 19:11:04","in_transit"
"620","620","2025-08-02 09:21:56","pending"
"621","621","2025-08-07 01:47:47","out_for_delivery"
"622","622","2025-08-10 03:52:54","returned"
"623","623","2025-07-18 15:42:32","returned"
"624","624","2025-07-17 06:15:42","delayed"
"625","625","2025-07-23 17:28:16","delivered"
"626","626","2025-07-24 17:21:23","in_transit"
"627","627","2025-07-31 18:13:00","in_transit"
"628","628","2025-07-26 12:26:27","out_for_delivery"
"629","629","2025-07-26 11:14:33","in_transit"
"630","630","2025-07-25 16:58:21","pending"
"631","631","2025-07-23 17:30:16","in_transit"
"632","632","2025-07-14 14:39:23","out_for_delivery"
"633","633","2025-07-31 18:10:05","in_transit"
"634","634","2025-07-14 12:11:55","shipped"
"635","635","2025-08-06 00:58:43","pending"
"636","636","2025-07-20 07:30:47","delivered"
"637","637","2025-07-27 08:18:20","out_for_delivery"
"638","638","2025-08-07 09:06:26","delivered"
"639","639","2025-07-15 18:13:29","in_transit"
"640","640","2025-07-22 14:25:38","delivered"
"641","641","2025-07-19 14:09:07","pending"
"642","642","2025-07-16 13:54:34","returned"
"643","643","2025-07-22 13:36:02","in_transit"
"644","644","2025-08-07 06:19:03","shipped"
"645","645","2025-07-12 04:39:12","out_for_delivery"
"646","646","2025-07-21 13:02:22","pending"
"647","647","2025-07-19 04:37:25","pending"
"648","648","2025-07-27 13:39:24","delayed"
"649","649","2025-07-21 09:05:15","out_for_delivery"
"650","650","2025-07-20 23:12:35","out_for_delivery"
"651","651","2025-07-22 11:31:05","delayed"
"652","652","2025-07-29 15:14:11","out_for_delivery"
"653","653","2025-07-18 12:21:20","delivered"
"654","654","2025-07-18 12:26:40","delayed"
"655","655","2025-07-18 16:40:07","shipped"
"656","656","2025-08-08 23:42:09","delayed"
"657","657","2025-07-21 21:15:24","delayed"
"658","658","2025-07-27 11:19:48","delayed"
"659","659","2025-07-14 21:08:10","delayed"
"660","660","2025-08-07 04:29:38","returned"
"661","661","2025-07-19 20:40:07","returned"
"662","662","2025-07-19 07:24:31","shipped"
"663","663","2025-07-11 10:31:43","shipped"
"664","664","2025-07-12 01:55:32","shipped"
"665","665","2025-07-31 12:04:23","shipped"
"666","666","2025-07-30 16:25:27","delivered"
"667","667","2025-07-22 23:14:09","shipped"
"668","668","2025-07-27 11:22:55","pending"
"669","669","2025-07-16 13:13:04","out_for_delivery"
"670","670","2025-08-07 17:55:54","shipped"
"671","671","2025-07-22 07:01:44","in_transit"
"672","672","2025-08-08 23:32:13","delivered"
"673","673","2025-07-16 14:15:20","out_for_delivery"
"674","674","2025-08-03 02:55:31","delayed"
"675","675","2025-07-15 13:25:19","in_transit"
"676","676","2025-07-16 08:05:26","delayed"
"677","677","2025-07-25 22:42:52","returned"
"678","678","2025-07-12 23:26:51","returned"
"679","679","2025-07-22 11:01:51","shipped"
"680","680","2025-08-04 20:30:07","shipped"
"681","681","2025-07-29 05:18:02","shipped"
"682","682","2025-07-20 03:49:55","returned"
"683","683","2025-08-02 13:02:07","in_transit"
"684","684","2025-07-14 11:45:44","in_transit"
"685","685","2025-07-16 13:42:29","delayed"
"686","686","2025-07-15 01:59:12","pending"
"687","687","2025-08-01 06:13:24","out_for_delivery"
"688","688","2025-07-27 14:02:18","delivered"
"689","689","2025-07-16 06:45:30","pending"
"690","690","2025-08-07 11:29:11","delivered"
"691","691","2025-07-18 04:58:12","in_transit"
"692","692","2025-07-24 01:23:31","delayed"
"693","693","2025-07-28 23:00:14","delayed"
"694","694","2025-07-30 14:10:53","delayed"
"695","695","2025-07-21 15:52:30","delivered"
"696","696","2025-07-16 20:06:09","out_for_delivery"
"697","697","2025-07-30 03:58:12","out_for_delivery"
"698","698","2025-07-13 18:59:56","in_transit"
"699","699","2025-07-14 21:51:50","in_transit"
"700","700","2025-07-14 08:15:25","returned"
"701","701","2025-07-30 15:51:46","delivered"
"702","702","2025-08-09 07:34:55","out_for_delivery"
"703","703","2025-07-15 05:16:26","delayed"
"704","704","2025-07-21 17:47:17","returned"
"705","705","2025-07-31 03:03:45","delayed"
"706","706","2025-07-11 20:40:25","delayed"
"707","707","2025-07-13 08:09:28","shipped"
"708","708","2025-08-03 19:10:12","in_transit"
"709","709","2025-08-02 09:32:44","in_transit"
"710","710","2025-08-01 07:08:05","delivered"
"711","711","2025-07-23 11:37:49","in_transit"
"712","712","2025-08-04 21:57:59","in_transit"
"713","713","2025-07-11 13:10:10","delivered"
"714","714","2025-07-19 11:08:18","delayed"
"715","715","2025-07-25 03:46:51","returned"
"716","716","2025-07-12 10:45:38","delivered"
"717","717","2025-08-07 09:13:36","shipped"
"718","718","2025-07-23 18:05:55","out_for_delivery"
"719","719","2025-08-10 00:52:45","returned"
"720","720","2025-07-22 22:43:09","out_for_delivery"
"721","721","2025-08-01 16:52:59","pending"
"722","722","2025-07-26 20:14:18","delivered"
"723","723","2025-07-17 16:23:38","in_transit"
"724","724","2025-08-04 03:04:12","delayed"
"725","725","2025-07-29 06:08:43","delivered"
"726","726","2025-07-12 15:39:46","delivered"
"727","727","2025-07-13 23:03:29","pending"
"728","728","2025-07-23 13:54:28","in_transit"
"729","729","2025-07-12 23:18:40","delivered"
"730","730","2025-08-08 04:59:12","delivered"
"731","731","2025-07-15 04:30:14","out_for_delivery"
"732","732","2025-08-10 03:29:31","pending"
"733","733","2025-07-21 08:01:59","out_for_delivery"
"734","734","2025-07-15 12:48:11","pending"
"735","735","2025-07-29 18:51:16","delivered"
"736","736","2025-07-12 15:37:35","returned"
"737","737","2025-07-14 23:59:28","shipped"
"738","738","2025-07-28 06:16:19","in_transit"
"739","739","2025-07-16 08:32:36","pending"
"740","740","2025-07-20 17:49:18","delivered"
"741","741","2025-07-20 15:27:36","returned"
"742","742","2025-08-01 03:59:34","pending"
"743","743","2025-07-16 06:34:37","out_for_delivery"
"744","744","2025-07-31 12:18:51","shipped"
"745","745","2025-08-05 15:03:56","shipped"
"746","746","2025-08-08 10:08:07","delayed"
"747","747","2025-07-30 10:49:32","shipped"
"748","748","2025-07-28 03:48:50","returned"
"749","749","2025-07-13 02:30:32","shipped"
"750","750","2025-07-15 12:48:08","in_transit"
"751","751","2025-08-04 21:02:34","in_transit"
"752","752","2025-07-31 17:40:54","out_for_delivery"
"753","753","2025-07-27 12:00:03","out_for_delivery"
"754","754","2025-07-22 16:21:27","pending"
"755","755","2025-08-01 18:47:58","shipped"
"756","756","2025-07-14 07:55:24","out_for_delivery"
"757","757","2025-07-12 03:37:06","delivered"
"758","758","2025-08-03 07:25:59","out_for_delivery"
"759","759","2025-08-04 05:21:55","returned"
"760","760","2025-07-25 04:51:25","out_for_delivery"
"761","761","2025-07-17 00:05:54","delivered"
"762","762","2025-08-08 07:32:49","out_for_delivery"
"763","763","2025-08-08 22:13:41","in_transit"
"764","764","2025-07-31 00:42:52","returned"
"765","765","2025-08-04 00:38:25","delayed"
"766","766","2025-08-01 01:26:35","delivered"
"767","767","2025-08-10 00:10:05","delayed"
"768","768","2025-07-22 18:27:51","returned"
"769","769","2025-07-30 06:53:47","shipped"
"770","770","2025-07-19 20:40:46","shipped"
"771","771","2025-08-04 16:47:34","delivered"
"772","772","2025-07-31 15:24:00","pending"
"773","773","2025-08-01 20:33:18","returned"
"774","774","2025-08-05 08:46:14","pending"
"775","775","2025-07-23 03:34:57","pending"
"776","776","2025-07-20 14:28:06","delayed"
"777","777","2025-07-12 09:55:42","in_transit"
"778","778","2025-07-18 13:22:48","returned"
"779","779","2025-07-21 09:53:46","delayed"
"780","780","2025-08-04 18:20:20","in_transit"
"781","781","2025-08-09 14:08:12","out_for_delivery"
"782","782","2025-08-02 23:46:20","in_transit"
"783","783","2025-08-07 21:05:13","shipped"
"784","784","2025-08-07 15:30:51","delivered"
"785","785","2025-07-12 00:47:38","out_for_delivery"
"786","786","2025-08-03 18:14:44","shipped"
"787","787","2025-08-03 03:02:11","pending"
"788","788","2025-07-29 04:50:29","pending"
"789","789","2025-08-09 23:49:24","shipped"
"790","790","2025-07-23 05:18:42","returned"
"791","791","2025-07-22 22:40:33","out_for_delivery"
"792","792","2025-07-29 08:04:23","in_transit"
"793","793","2025-07-23 09:47:40","in_transit"
"794","794","2025-08-06 23:57:59","in_transit"
"795","795","2025-08-04 10:55:16","returned"
"796","796","2025-07-31 22:22:56","delayed"
"797","797","2025-07-28 16:41:49","delayed"
"798","798","2025-07-31 10:25:58","delivered"
"799","799","2025-07-16 08:07:34","delivered"
"800","800","2025-07-23 17:36:11","delivered"
"801","801","2025-07-21 03:03:01","pending"
"802","802","2025-07-20 12:54:15","in_transit"
"803","803","2025-08-03 07:03:42","pending"
"804","804","2025-08-05 14:36:34","delivered"
"805","805","2025-08-03 02:23:55","in_transit"
"806","806","2025-08-01 21:20:43","out_for_delivery"
"807","807","2025-07-25 22:36:08","shipped"
"808","808","2025-07-22 09:16:35","shipped"
"809","809","2025-08-09 03:24:46","delayed"
"810","810","2025-07-17 12:25:00","delivered"
"811","811","2025-07-19 17:22:44","in_transit"
"812","812","2025-07-24 12:37:31","pending"
"813","813","2025-07-24 07:13:39","delivered"
"814","814","2025-08-10 00:47:52","out_for_delivery"
"815","815","2025-07-13 16:19:26","delivered"
"816","816","2025-07-28 12:47:15","in_transit"
"817","817","2025-08-02 13:22:14","pending"
"818","818","2025-08-05 05:40:14","delivered"
"819","819","2025-07-11 18:09:19","shipped"
"820","820","2025-08-03 06:34:36","pending"
"821","821","2025-08-05 21:23:05","delayed"
"822","822","2025-07-26 04:41:09","delivered"
"823","823","2025-07-24 04:07:27","out_for_delivery"
"824","824","2025-07-23 01:51:40","in_transit"
"825","825","2025-07-11 16:42:19","returned"
"826","826","2025-07-31 21:56:54","out_for_delivery"
"827","827","2025-07-26 20:07:30","returned"
"828","828","2025-08-02 18:11:03","in_transit"
"829","829","2025-07-18 01:23:09","out_for_delivery"
"830","830","2025-07-24 13:34:15","in_transit"
"831","831","2025-08-08 22:57:08","delayed"
"832","832","2025-08-06 04:05:54","shipped"
"833","833","2025-08-07 21:57:20","delivered"
"834","834","2025-08-05 11:25:42","shipped"
"835","835","2025-08-03 05:56:54","delayed"
"836","836","2025-08-05 13:00:24","shipped"
"837","837","2025-07-19 23:39:50","delivered"
"838","838","2025-07-19 02:48:10","delivered"
"839","839","2025-07-28 13:58:54","in_transit"
"840","840","2025-07-12 06:55:39","delayed"
"841","841","2025-07-14 11:30:45","out_for_delivery"
"842","842","2025-07-28 21:02:12","pending"
"843","843","2025-07-13 14:25:31","pending"
"844","844","2025-08-09 12:44:55","in_transit"
"845","845","2025-07-20 06:12:12","delivered"
"846","846","2025-07-14 14:26:04","shipped"
"847","847","2025-07-23 13:37:47","returned"
"848","848","2025-07-29 06:10:28","in_transit"
"849","849","2025-08-01 14:21:37","delayed"
"850","850","2025-07-31 02:17:51","shipped"
"851","851","2025-07-22 01:33:05","returned"
"852","852","2025-07-16 08:46:17","out_for_delivery"
"853","853","2025-08-06 09:06:32","delivered"
"854","854","2025-07-26 08:51:41","out_for_delivery"
"855","855","2025-07-19 02:03:24","pending"
"856","856","2025-08-07 05:14:36","shipped"
"857","857","2025-07-12 19:53:35","in_transit"
"858","858","2025-07-28 06:51:24","delayed"
"859","859","2025-07-21 17:04:23","pending"
"860","860","2025-07-24 11:55:21","delayed"
"861","861","2025-07-16 22:42:23","shipped"
"862","862","2025-07-13 21:38:57","returned"
"863","863","2025-07-25 19:01:22","delivered"
"864","864","2025-07-24 04:40:48","out_for_delivery"
"865","865","2025-07-14 14:45:42","in_transit"
"866","866","2025-08-10 07:17:38","out_for_delivery"
"867","867","2025-08-06 09:39:32","out_for_delivery"
"868","868","2025-08-08 03:36:16","shipped"
"869","869","2025-08-02 16:37:39","returned"
"870","870","2025-07-16 05:17:46","in_transit"
"871","871","2025-07-16 03:35:09","delayed"
"872","872","2025-07-28 15:15:55","returned"
"873","873","2025-08-07 19:39:08","delivered"
"874","874","2025-08-02 11:32:09","delivered"
"875","875","2025-07-22 23:21:20","returned"
"876","876","2025-07-25 23:50:02","delayed"
"877","877","2025-07-23 20:01:32","out_for_delivery"
"878","878","2025-08-09 16:39:21","shipped"
"879","879","2025-07-12 04:03:32","in_transit"
"880","880","2025-08-06 03:17:40","delivered"
"881","881","2025-07-14 17:00:48","in_transit"
"882","882","2025-08-05 21:35:03","returned"
"883","883","2025-08-01 22:15:39","out_for_delivery"
"884","884","2025-07-17 13:23:38","out_for_delivery"
"885","885","2025-07-27 09:22:41","in_transit"
"886","886","2025-08-09 06:12:59","returned"
"887","887","2025-07-18 17:40:17","delayed"
"888","888","2025-07-27 05:25:57","delivered"
"889","889","2025-07-30 18:47:55","out_for_delivery"
"890","890","2025-08-07 10:03:20","pending"
"891","891","2025-08-08 20:45:48","out_for_delivery"
"892","892","2025-07-23 23:25:10","returned"
"893","893","2025-07-25 20:20:47","shipped"
"894","894","2025-07-28 06:11:56","delayed"
"895","895","2025-07-11 18:01:24","delivered"
"896","896","2025-07-22 02:21:56","pending"
"897","897","2025-07-19 01:47:27","returned"
"898","898","2025-07-18 16:37:17","delivered"
"899","899","2025-07-19 11:15:11","delayed"
"900","900","2025-08-09 12:41:49","in_transit"
"901","901","2025-08-08 09:25:29","out_for_delivery"
"902","902","2025-08-04 01:57:02","delayed"
"903","903","2025-07-25 05:03:07","out_for_delivery"
"904","904","2025-07-26 09:14:21","delayed"
"905","905","2025-08-06 13:48:12","returned"
"906","906","2025-07-15 08:04:43","pending"
"907","907","2025-07-29 08:50:56","delayed"
"908","908","2025-08-01 13:35:04","out_for_delivery"
"909","909","2025-07-25 23:50:51","shipped"
"910","910","2025-08-02 01:08:36","delayed"
"911","911","2025-08-01 03:05:10","returned"
"912","912","2025-07-21 11:06:13","pending"
"913","913","2025-07-17 00:06:29","out_for_delivery"
"914","914","2025-08-08 08:00:02","returned"
"915","915","2025-08-09 19:06:04","out_for_delivery"
"916","916","2025-08-05 15:28:59","returned"
"917","917","2025-07-12 04:01:45","returned"
"918","918","2025-07-29 20:08:22","shipped"
"919","919","2025-08-02 16:52:56","out_for_delivery"
"920","920","2025-07-30 15:46:19","pending"
"921","921","2025-07-18 12:01:03","delayed"
"922","922","2025-07-20 18:39:01","returned"
"923","923","2025-08-10 07:21:41","in_transit"
"924","924","2025-08-01 20:15:42","shipped"
"925","925","2025-07-14 06:14:23","pending"
"926","926","2025-07-16 00:13:07","pending"
"927","927","2025-07-18 05:11:08","delayed"
"928","928","2025-07-14 11:35:47","pending"
"929","929","2025-07-11 15:44:23","out_for_delivery"
"930","930","2025-07-21 03:55:41","out_for_delivery"
"931","931","2025-08-08 22:40:57","pending"
"932","932","2025-08-06 19:33:43","delayed"
"933","933","2025-08-05 13:01:07","shipped"
"934","934","2025-07-14 06:22:38","in_transit"
"935","935","2025-07-19 09:31:59","returned"
"936","936","2025-07-27 23:24:34","delivered"
"937","937","2025-08-04 02:20:30","in_transit"
"938","938","2025-07-19 03:58:03","delayed"
"939","939","2025-08-09 04:20:28","returned"
"940","940","2025-07-17 12:02:20","shipped"
"941","941","2025-08-02 09:22:24","delayed"
"942","942","2025-07-29 04:06:33","pending"
"943","943","2025-07-26 19:09:08","out_for_delivery"
"944","944","2025-08-02 19:24:16","returned"
"945","945","2025-08-06 20:55:44","out_for_delivery"
"946","946","2025-08-08 22:32:01","returned"
"947","947","2025-08-06 06:13:51","delayed"
"948","948","2025-08-08 03:12:49","returned"
"949","949","2025-07-19 12:40:19","shipped"
"950","950","2025-07-31 05:14:50","delivered"
"951","951","2025-07-22 13:39:24","pending"
"952","952","2025-08-07 17:26:01","pending"
"953","953","2025-08-09 23:51:59","delivered"
"954","954","2025-07-19 23:42:35","returned"
"955","955","2025-07-21 09:24:35","out_for_delivery"
"956","956","2025-07-13 15:54:50","pending"
"957","957","2025-07-14 05:48:20","delayed"
"958","958","2025-08-04 02:47:57","returned"
"959","959","2025-07-12 17:01:15","shipped"
"960","960","2025-08-03 01:58:11","delayed"
"961","961","2025-07-23 12:02:26","pending"
"962","962","2025-07-23 18:10:38","returned"
"963","963","2025-07-12 17:16:34","delayed"
"964","964","2025-07-29 18:22:12","returned"
"965","965","2025-07-19 04:33:41","shipped"
"966","966","2025-07-28 01:31:04","shipped"
"967","967","2025-07-30 21:35:42","delivered"
"968","968","2025-07-31 04:33:07","in_transit"
"969","969","2025-07-26 00:27:05","returned"
"970","970","2025-07-17 22:12:19","out_for_delivery"
"971","971","2025-07-30 09:05:52","delayed"
"972","972","2025-07-22 15:42:52","shipped"
"973","973","2025-08-05 12:57:11","returned"
"974","974","2025-07-14 02:24:32","returned"
"975","975","2025-07-17 15:07:15","shipped"
"976","976","2025-07-25 11:34:37","delivered"
"977","977","2025-08-05 16:20:54","returned"
"978","978","2025-07-18 00:08:03","shipped"
"979","979","2025-08-06 14:30:36","pending"
"980","980","2025-08-05 03:08:13","pending"
"981","981","2025-07-20 07:06:07","pending"
"982","982","2025-07-31 15:30:36","returned"
"983","983","2025-08-02 23:03:09","returned"
"984","984","2025-07-20 16:08:53","returned"
"985","985","2025-07-15 15:02:56","in_transit"
"986","986","2025-07-12 11:11:59","delivered"
"987","987","2025-07-24 04:45:32","shipped"
"988","988","2025-07-13 01:07:34","out_for_delivery"
"989","989","2025-08-03 09:37:25","returned"
"990","990","2025-07-27 09:27:02","shipped"
"991","991","2025-07-21 13:59:37","shipped"
"992","992","2025-07-13 20:02:30","returned"
"993","993","2025-07-25 14:17:43","out_for_delivery"
"994","994","2025-08-03 05:24:25","shipped"
"995","995","2025-08-05 18:54:13","in_transit"
"996","996","2025-07-26 09:21:12","out_for_delivery"
"997","997","2025-07-28 23:23:35","delivered"
"998","998","2025-08-07 15:33:16","pending"
"999","999","2025-08-06 08:27:43","shipped"
"1000","1000","2025-07-12 11:31:57","delayed"
