"id","name","category_id","price","stock"
"728","Smartphone 76","1","4138532","96"
"729","Kamera 692","1","3909325","0"
"730","Mouse 821","1","860393","78"
"731","Earphone 919","1","645209","85"
"732","Tas 774","3","2723270","14"
"733","Sandal 180","3","1429607","33"
"734","Meja 679","4","2106976","78"
"735","Kaos 121","3","4513891","3"
"736","Keyboard 448","1","2150373","13"
"737","Smartphone 163","1","3697114","89"
"738","Botol Minum 506","15","1793394","6"
"739","Meja 542","4","4533169","31"
"740","Laptop 608","1","3307716","30"
"741","Keyboard 887","1","1117350","53"
"742","Topi 103","3","1760332","8"
"743","Headset 148","1","2111825","3"
"744","Powerbank 310","1","4206285","67"
"745","Printer 884","1","1433687","42"
"746","Sepeda 143","5","2492231","100"
"747","Komik 423","2","3635182","4"
"748","Jaket 943","3","149084","42"
"749","Kulkas 732","1","3562245","9"
"750","Keyboard 71","1","4135850","99"
"751","Speaker 899","1","2639046","26"
"752","Laptop 738","1","4224688","74"
"753","Monitor 330","1","858253","41"
"754","Mouse 84","1","945134","52"
"755","Microwave 560","1","2837860","13"
"756","Kaos 288","3","2165301","38"
"757","Majalah 853","2","4717992","28"
"758","Mouse 944","1","4511126","88"
"759","Printer 427","1","2699679","56"
"760","Flashdisk 935","1","4201518","62"
"761","Majalah 971","2","4716096","94"
"762","Laptop 267","1","606977","87"
"763","Komik 244","2","1014338","87"
"764","Kacamata 290","3","4379566","35"
"765","Earphone 924","1","1301630","72"
"766","Kamera 417","1","3298608","71"
"767","Speaker 766","1","3832895","24"
"768","Printer 355","1","2987408","43"
"769","Kacamata 684","3","319275","100"
"770","Flashdisk 763","1","206977","81"
"771","Mouse 10","1","4380705","63"
"772","Kamera 304","1","3837970","99"
"773","Meja 963","4","806503","44"
"774","Microwave 614","1","667023","85"
"775","Kacamata 191","3","1322524","59"
"776","Printer 490","1","1791002","89"
"777","Monitor 744","1","1465098","98"
"778","Monitor 589","1","3422770","45"
"779","Laptop 378","1","3266401","39"
"780","Flashdisk 728","1","3989404","47"
"781","Lampu Meja 439","4","2098689","74"
"782","Sandal 436","3","309192","25"
"783","Headset 101","1","732412","56"
"784","Helm 52","3","1739615","28"
"785","Kacamata 694","3","3281252","30"
"786","Sepeda 445","5","2454900","44"
"787","Lampu Meja 496","4","4725516","15"
"788","Printer 50","1","3322573","41"
"789","Buku Tulis 803","2","3334846","39"
"790","Kacamata 637","3","4585302","74"
"791","Flashdisk 712","1","508480","12"
"792","Printer 530","1","1781712","74"
"793","Flashdisk 407","1","153194","80"
"794","Botol Minum 610","7","4017688","22"
"795","Flashdisk 627","1","1617550","83"
"796","Smartphone 426","1","2756473","87"
"797","Speaker 885","1","2600416","51"
"798","Mouse 447","1","2812827","66"
"799","Mouse 264","1","3054480","15"
"800","Kulkas 525","1","3870132","23"
"801","Speaker 652","1","4176990","70"
"802","Monitor 20","1","4977800","19"
"803","Buku Tulis 201","2","384269","54"
"804","Laptop 712","1","333832","18"
"805","Keyboard 142","1","4446879","10"
"806","Kulkas 932","1","233849","40"
"807","Monitor 803","1","337505","82"
"808","Mouse 747","1","80445","75"
"809","Headset 295","1","3942762","79"
"810","Sandal 777","3","1776414","50"
"811","Meja 588","4","436211","72"
"812","Komik 952","2","2765878","60"
"813","Kacamata 397","3","4346610","91"
"814","Headset 667","1","282240","57"
"815","Laptop 468","1","4757721","4"
"816","Kamera 295","1","3973003","6"
"817","Laptop 812","1","2075131","43"
"818","Majalah 482","2","2815631","62"
"819","Tablet 395","1","686529","0"
"820","Buku Tulis 180","2","2826440","51"
"821","Pulpen 910","6","762787","83"
"822","Flashdisk 831","1","2406041","79"
"823","Microwave 202","1","2465557","100"
"824","Microwave 2","1","4022143","35"
"825","Printer 104","1","4498964","71"
"826","Sepeda 204","5","1998756","65"
"827","Tas 569","3","141442","14"
"828","Buku Tulis 799","2","3454638","31"
"829","Sandal 123","3","4555687","27"
"830","Lampu Meja 732","4","3783756","69"
"831","Tablet 32","1","2145361","5"
"832","Sepatu 500","3","524025","66"
"833","Earphone 237","1","374250","91"
"834","Microwave 645","1","2784094","5"
"835","Jaket 396","3","3966604","90"
"836","Mouse 830","1","208307","96"
"837","Powerbank 880","1","3030527","68"
"838","Speaker 294","1","1911673","43"
"839","Kaos 898","3","4313529","6"
"840","Tas 694","3","1018277","58"
"841","Botol Minum 911","15","1608860","81"
"842","Mouse 240","1","3640458","36"
"843","Mouse 623","1","2759034","21"
"844","Topi 397","3","2339476","36"
"845","Kaos 37","3","3762180","90"
"846","Pulpen 843","6","3765442","19"
"847","Mouse 337","1","3831183","96"
"848","Kacamata 848","3","3939389","15"
"849","Sandal 308","3","837839","34"
"850","Keyboard 357","1","899995","14"
"851","Earphone 392","1","4642628","45"
"852","Majalah 233","2","4893284","70"
"853","Kursi 416","4","2266663","2"
"854","Kursi 96","4","3540223","67"
"855","Topi 714","3","2772352","17"
"856","Jam Tangan 793","8","4362180","15"
"857","Earphone 134","1","2021798","73"
"858","Monitor 375","1","3441281","58"
"859","Speaker 90","1","3843504","35"
"860","Botol Minum 157","3","1353941","29"
"861","Microwave 794","1","3566627","17"
"862","Printer 125","1","3937280","70"
"863","Sepeda 128","5","4974753","55"
"864","Monitor 295","1","1847236","56"
"865","Sandal 328","3","979490","1"
"866","Kacamata 631","3","1967322","46"
"867","Tas 37","3","2672652","35"
"868","Jaket 63","3","4353629","74"
"869","Jaket 292","3","1448266","18"
"870","Flashdisk 811","1","3333994","63"
"871","Buku Tulis 384","2","4859080","36"
"872","Speaker 228","1","3990756","40"
"873","Printer 793","1","2092193","74"
"874","Powerbank 212","1","859207","64"
"875","Komik 832","2","2701929","29"
"876","Tas 895","3","2973839","42"
"877","Tablet 266","1","4584951","12"
"878","Mouse 723","1","4465926","0"
"879","Sepeda 41","5","2505584","91"
"880","Sandal 969","3","3970780","20"
"881","Kaos 950","3","1153161","37"
"882","Majalah 907","2","2303920","52"
"883","Powerbank 342","1","4087016","91"
"884","Earphone 911","1","4644579","82"
"885","Kursi 361","4","4219130","16"
"886","Laptop 651","1","3186824","78"
"887","Tablet 958","1","1288703","60"
"888","Buku Tulis 526","2","4704153","61"
"889","Kulkas 987","1","2908375","73"
"890","Speaker 850","1","4144500","38"
"891","Earphone 237","1","3647109","74"
"892","Sepeda 462","5","2853286","12"
"893","Jam Tangan 468","6","3074393","29"
"894","Meja 491","4","4026919","26"
"895","Flashdisk 17","1","2996233","59"
"896","Sepeda 779","5","606950","74"
"897","Kacamata 276","3","1395406","53"
"898","Flashdisk 691","1","2124980","22"
"899","Kulkas 160","1","919449","31"
"900","Headset 186","1","3595028","63"
"901","Earphone 383","1","284836","48"
"902","Headset 808","1","1417771","31"
"903","Earphone 840","1","771243","42"
"904","Jaket 143","3","4269541","3"
"905","Kaos 924","3","1737499","33"
"906","Tablet 265","1","4894486","9"
"907","Flashdisk 701","1","399429","8"
"908","Sepeda 636","5","4052039","14"
"909","Kacamata 138","3","2446117","34"
"910","Tas 160","3","715028","29"
"911","Sepatu 215","3","1211666","69"
"912","Topi 717","3","2586561","62"
"913","Powerbank 981","1","1486260","91"
"914","Mouse 156","1","1247174","79"
"915","Flashdisk 516","1","2392757","58"
"916","Pulpen 476","6","800726","24"
"917","Keyboard 448","1","1576115","93"
"918","Monitor 656","1","3081829","86"
"919","Microwave 697","1","3574778","1"
"920","Komik 546","2","4028639","97"
"921","Headset 554","1","2761654","62"
"922","Buku Tulis 318","2","616082","56"
"923","Botol Minum 671","8","1112551","61"
"924","Buku Tulis 885","2","1092548","43"
"925","Meja 617","4","4472929","26"
"926","Microwave 900","1","145619","3"
"927","Jaket 802","3","1425534","46"
"928","Speaker 572","1","2168076","84"
"929","Sandal 975","3","4737212","60"
"930","Powerbank 834","1","4833854","66"
"931","Laptop 738","1","2043364","38"
"932","Powerbank 521","1","2309478","23"
"933","Botol Minum 757","3","1614795","39"
"934","Topi 938","3","3894175","19"
"935","Jaket 721","3","451880","23"
"936","Tablet 714","1","1675182","0"
"937","Topi 855","3","4085322","44"
"938","Topi 674","3","3712390","43"
"939","Kulkas 931","1","2443006","32"
"940","Kulkas 281","1","2448019","69"
"941","Printer 268","1","4812121","91"
"942","Topi 901","3","56396","98"
"943","Botol Minum 227","3","758780","14"
"944","Topi 732","3","2567731","2"
"945","Kulkas 103","1","3908892","51"
"946","Kacamata 152","3","3693617","59"
"947","Printer 988","1","4440103","54"
"948","Kursi 850","4","1037830","45"
"949","Pulpen 118","6","2705926","39"
"950","Komik 738","2","4054628","62"
"951","Jaket 419","3","2113606","21"
"952","Flashdisk 379","1","735339","73"
"953","Sepeda 981","5","711054","20"
"954","Microwave 601","1","3495306","74"
"955","Lampu Meja 289","4","3718778","46"
"956","Kulkas 594","1","2061718","3"
"957","Komik 453","2","1703211","11"
"958","Buku Tulis 556","2","1652452","98"
"959","Jam Tangan 938","6","2980744","49"
"960","Speaker 573","1","2783405","8"
"961","Meja 641","4","2060693","87"
"962","Meja 877","4","4904447","1"
"963","Tas 975","3","3832406","50"
"964","Microwave 222","1","1107125","69"
"965","Sepatu 396","3","3986145","47"
"966","Majalah 722","2","2011324","5"
"967","Flashdisk 738","1","4942483","74"
"968","Kaos 991","3","618323","72"
"969","Earphone 38","1","2512477","71"
"970","Laptop 33","1","4045738","24"
"971","Laptop 471","1","4834940","5"
"972","Majalah 323","2","3013843","54"
"973","Kacamata 471","3","3071186","66"
"974","Majalah 142","2","1576384","85"
"975","Powerbank 301","1","2731962","65"
"976","Lampu Meja 313","4","545440","68"
"977","Jaket 259","3","2425966","93"
"978","Keyboard 136","1","3959578","27"
"979","Printer 700","1","4084733","69"
"980","Laptop 604","1","1383598","90"
"981","Laptop 305","1","1836407","21"
"982","Earphone 605","1","4625244","57"
"983","Helm 226","3","4515487","98"
"984","Topi 828","3","220162","19"
"985","Kursi 283","4","1371789","32"
"986","Helm 90","3","1515627","92"
"987","Botol Minum 141","13","2806907","7"
"988","Kamera 781","1","4455948","0"
"989","Speaker 442","1","4372758","82"
"990","Printer 513","1","1646369","57"
"991","Speaker 990","1","242060","83"
"992","Komik 362","2","2233027","95"
"993","Headset 787","1","3900504","59"
"994","Tablet 332","1","1208449","56"
"995","Kulkas 67","1","4907570","74"
"996","Headset 933","1","4278575","40"
"997","Kamera 705","1","198300","37"
"998","Buku Tulis 276","2","4315330","24"
"999","Kursi 558","4","1795484","55"
"1000","Mouse 532","1","4015688","82"
