"id","code","discount","expiry_date","description"
"348","LUCKY8657","8.87","2025-02-06 23:35:21","Promo menarik untuk anda"
"349","NEW1653","10.32","2025-01-15 09:42:50","Promo menarik untuk anda"
"350","CRAZY8979","47.98","2025-03-15 11:25:08","Promo menarik untuk anda"
"351","SUPER5134","19.65","2025-01-21 12:28:26","Promo menarik untuk anda"
"352","BONUS4246","31.42","2024-08-21 20:39:24","Promo menarik untuk anda"
"353","PROMO4269","37.15","2025-01-18 13:49:10","Promo menarik untuk anda"
"354","EXTRA2985","23.86","2024-12-06 08:50:54","Promo menarik untuk anda"
"355","CRAZY7684","34.15","2025-04-06 22:22:00","Promo menarik untuk anda"
"356","VIP3638","8.74","2025-02-15 17:57:03","Promo menarik untuk anda"
"357","WELCOME7977","32.3","2025-07-15 17:42:12","Promo menarik untuk anda"
"358","DISC3426","48.65","2024-08-20 17:45:45","Promo menarik untuk anda"
"359","ULTRA6389","26.77","2025-02-10 10:26:44","Promo menarik untuk anda"
"360","FREESHIP7910","38.54","2025-02-03 21:05:12","Promo menarik untuk anda"
"361","FLASH6262","24.96","2025-04-24 10:36:06","Promo menarik untuk anda"
"362","BONUS5168","31.32","2025-06-05 18:01:03","Promo menarik untuk anda"
"363","MEGA1760","7.61","2025-04-17 03:25:15","Promo menarik untuk anda"
"364","SUMMER1366","46.38","2025-04-28 02:00:36","Promo menarik untuk anda"
"365","SUPER7839","21.4","2025-08-06 03:36:12","Promo menarik untuk anda"
"366","FLASH2944","5.14","2024-08-28 20:21:16","Promo menarik untuk anda"
"367","AUTUMN5448","30.83","2025-02-23 07:27:06","Promo menarik untuk anda"
"368","PROMO2781","11.24","2025-06-18 19:56:45","Promo menarik untuk anda"
"369","WELCOME8675","35.05","2024-08-26 09:01:18","Promo menarik untuk anda"
"370","BONUS4989","8.69","2025-03-22 12:11:05","Promo menarik untuk anda"
"371","LUCKY6569","28.19","2025-02-28 00:39:47","Promo menarik untuk anda"
"372","AUTUMN8560","16.66","2025-08-06 22:35:30","Promo menarik untuk anda"
"373","SPRING6099","33.39","2024-10-08 15:31:59","Promo menarik untuk anda"
"374","FREESHIP6673","8.03","2025-06-20 11:34:32","Promo menarik untuk anda"
"375","SPRING2280","31.31","2025-03-02 20:44:33","Promo menarik untuk anda"
"376","WINTER1534","49.82","2025-06-14 04:46:11","Promo menarik untuk anda"
"377","WINTER9992","35.61","2025-06-01 15:07:56","Promo menarik untuk anda"
"378","SUPER5460","36.08","2024-12-31 07:19:43","Promo menarik untuk anda"
"379","VIP7670","31.86","2025-07-05 19:55:36","Promo menarik untuk anda"
"380","VIP6854","19.7","2025-03-10 08:47:52","Promo menarik untuk anda"
"381","PROMO4967","37.24","2024-11-08 18:02:34","Promo menarik untuk anda"
"382","FREESHIP4868","47.72","2024-09-30 12:30:49","Promo menarik untuk anda"
"383","AUTUMN2532","5.27","2025-06-16 03:33:09","Promo menarik untuk anda"
"384","HOT8447","34.49","2024-08-30 04:02:51","Promo menarik untuk anda"
"385","MEGA4462","47.92","2025-08-06 19:59:55","Promo menarik untuk anda"
"386","PROMO8751","42.73","2024-12-03 18:06:37","Promo menarik untuk anda"
"387","DISC3806","39.83","2025-06-15 01:08:42","Promo menarik untuk anda"
"388","SUMMER7362","23.55","2025-01-07 13:53:54","Promo menarik untuk anda"
"389","CRAZY3145","22.13","2025-06-13 09:57:30","Promo menarik untuk anda"
"390","VIP9288","8.06","2024-12-02 22:00:33","Promo menarik untuk anda"
"391","FREESHIP6729","5.92","2024-11-19 02:02:59","Promo menarik untuk anda"
"392","SPRING9990","17.31","2024-11-27 05:05:05","Promo menarik untuk anda"
"393","MEGA3186","11.3","2025-05-05 17:06:13","Promo menarik untuk anda"
"394","WELCOME8205","16.07","2024-10-12 22:30:50","Promo menarik untuk anda"
"395","LUCKY9164","48.03","2025-06-27 16:51:49","Promo menarik untuk anda"
"396","SALE7205","48.22","2024-11-15 22:19:49","Promo menarik untuk anda"
"397","HOT2720","29.47","2025-02-08 08:00:20","Promo menarik untuk anda"
"398","AUTUMN7743","40.02","2024-09-21 12:14:04","Promo menarik untuk anda"
"399","CRAZY3782","36.14","2025-03-29 18:33:51","Promo menarik untuk anda"
"400","FREESHIP4046","40.5","2025-02-12 19:29:45","Promo menarik untuk anda"
"401","AUTUMN7172","38.3","2025-01-04 01:32:55","Promo menarik untuk anda"
"402","CRAZY5803","30.51","2025-04-04 03:31:41","Promo menarik untuk anda"
"403","NEW1465","49.54","2025-03-02 15:53:13","Promo menarik untuk anda"
"404","DISC1516","37.21","2024-09-19 00:51:01","Promo menarik untuk anda"
"405","NEW1805","7.76","2025-01-08 18:43:19","Promo menarik untuk anda"
"406","FLASH7120","13.62","2025-05-13 23:25:11","Promo menarik untuk anda"
"407","WINTER2313","26.77","2025-02-02 03:20:38","Promo menarik untuk anda"
"408","BONUS4237","18.29","2024-11-03 05:41:06","Promo menarik untuk anda"
"409","FLASH3619","42.53","2025-05-29 17:51:50","Promo menarik untuk anda"
"410","SPRING7069","26.4","2025-06-02 19:44:23","Promo menarik untuk anda"
"411","NEW9850","5.7","2024-09-11 04:53:56","Promo menarik untuk anda"
"412","SUPER6640","20.6","2025-07-26 08:52:02","Promo menarik untuk anda"
"413","DISC4194","12.48","2025-05-12 07:08:28","Promo menarik untuk anda"
"414","CRAZY1544","8.79","2024-11-28 02:58:24","Promo menarik untuk anda"
"415","BONUS9704","32.13","2025-07-16 11:15:44","Promo menarik untuk anda"
"416","WINTER8274","13.19","2024-11-23 08:35:21","Promo menarik untuk anda"
"417","ULTRA8974","13.78","2025-03-04 15:42:25","Promo menarik untuk anda"
"418","SALE7551","47.77","2024-11-27 14:29:45","Promo menarik untuk anda"
"419","DISC7841","24.52","2024-11-21 03:16:53","Promo menarik untuk anda"
"420","EXTRA6629","15.84","2025-07-27 05:17:27","Promo menarik untuk anda"
"421","SUMMER6869","19.11","2024-10-20 05:02:07","Promo menarik untuk anda"
"422","ULTRA1181","17.93","2024-10-29 05:13:13","Promo menarik untuk anda"
"423","VIP7829","18.75","2025-02-04 01:54:14","Promo menarik untuk anda"
"424","SUPER5514","17.95","2024-09-19 04:20:30","Promo menarik untuk anda"
"425","BONUS4072","42.44","2025-03-11 19:25:35","Promo menarik untuk anda"
"426","CRAZY1487","18.35","2025-07-08 18:54:10","Promo menarik untuk anda"
"427","VIP6973","45.95","2025-02-23 01:01:29","Promo menarik untuk anda"
"428","SPRING4737","38.92","2024-10-31 06:34:25","Promo menarik untuk anda"
"429","SUPER5482","20.35","2024-12-28 05:35:49","Promo menarik untuk anda"
"430","AUTUMN9001","12.17","2025-01-30 22:56:26","Promo menarik untuk anda"
"431","SALE2715","43.42","2024-10-31 12:48:51","Promo menarik untuk anda"
"432","AUTUMN6739","16.22","2024-10-09 04:08:46","Promo menarik untuk anda"
"433","LUCKY9833","28.88","2025-01-27 18:48:10","Promo menarik untuk anda"
"434","PROMO8752","42.54","2024-10-24 00:07:30","Promo menarik untuk anda"
"435","NEW5344","47.59","2024-08-25 08:07:23","Promo menarik untuk anda"
"436","EXTRA5615","26.05","2024-10-22 22:40:48","Promo menarik untuk anda"
"437","CRAZY3354","9.86","2025-04-30 20:18:50","Promo menarik untuk anda"
"438","NEW9607","47.96","2024-11-07 03:41:08","Promo menarik untuk anda"
"439","SPRING7768","17.24","2024-11-28 15:06:39","Promo menarik untuk anda"
"440","FREESHIP2453","28.07","2025-07-22 09:37:04","Promo menarik untuk anda"
"441","SPRING1818","5.49","2025-01-16 02:54:16","Promo menarik untuk anda"
"442","SUPER4771","24.82","2025-07-14 07:17:31","Promo menarik untuk anda"
"443","CRAZY9802","8.17","2025-02-13 13:23:14","Promo menarik untuk anda"
"444","SUMMER9057","27.57","2024-10-06 15:59:55","Promo menarik untuk anda"
"445","NEW3255","16.94","2024-10-13 18:54:05","Promo menarik untuk anda"
"446","SPRING4450","9.69","2025-05-08 16:01:40","Promo menarik untuk anda"
"447","FREESHIP3797","41.56","2024-10-26 11:51:37","Promo menarik untuk anda"
"448","SUPER5590","22.59","2024-12-13 21:17:49","Promo menarik untuk anda"
"449","FREESHIP3168","7.39","2025-03-16 23:50:38","Promo menarik untuk anda"
"450","ULTRA2086","46.33","2024-10-08 13:23:16","Promo menarik untuk anda"
"451","FREESHIP7050","15.17","2025-06-11 03:43:51","Promo menarik untuk anda"
"452","SALE3832","12.09","2024-10-22 02:42:00","Promo menarik untuk anda"
"453","BONUS5232","26.26","2025-05-30 01:58:19","Promo menarik untuk anda"
"454","LUCKY4260","15.37","2025-06-03 04:05:05","Promo menarik untuk anda"
"455","SALE3894","14.63","2024-08-19 19:54:45","Promo menarik untuk anda"
"456","EXTRA1306","28.54","2025-05-05 18:39:00","Promo menarik untuk anda"
"457","MEGA9184","27.99","2024-12-28 13:25:05","Promo menarik untuk anda"
"458","BONUS7276","38.78","2025-01-14 17:12:10","Promo menarik untuk anda"
"459","WELCOME9391","19.68","2024-12-16 07:31:37","Promo menarik untuk anda"
"460","VIP5957","32.47","2024-10-12 19:57:36","Promo menarik untuk anda"
"461","EXTRA8366","29.48","2025-01-08 19:37:09","Promo menarik untuk anda"
"462","SUMMER1507","41.87","2024-10-22 05:05:59","Promo menarik untuk anda"
"463","AUTUMN7761","31.79","2025-03-31 19:44:04","Promo menarik untuk anda"
"464","FREESHIP9465","39.47","2025-01-11 21:49:43","Promo menarik untuk anda"
"465","HOT5121","11.42","2025-02-13 02:22:43","Promo menarik untuk anda"
"466","VIP9274","39.75","2025-02-17 11:36:47","Promo menarik untuk anda"
"467","MEGA5276","5.74","2025-08-04 18:47:27","Promo menarik untuk anda"
"468","PROMO7049","38.53","2025-03-17 08:49:05","Promo menarik untuk anda"
"469","SALE2723","21.08","2025-05-05 11:55:07","Promo menarik untuk anda"
"470","CRAZY5429","21.7","2025-03-07 04:21:14","Promo menarik untuk anda"
"471","MEGA9473","36.9","2025-06-23 12:27:41","Promo menarik untuk anda"
"472","SALE3442","22.04","2025-02-21 15:47:20","Promo menarik untuk anda"
"473","HOT9279","30.86","2024-11-04 18:16:37","Promo menarik untuk anda"
"474","WELCOME1121","19.99","2025-01-29 04:09:49","Promo menarik untuk anda"
"475","SUPER5370","31.01","2024-12-02 19:56:03","Promo menarik untuk anda"
"476","SPRING8955","46.8","2025-02-24 22:41:55","Promo menarik untuk anda"
"477","EXTRA9090","12.32","2025-04-11 17:58:45","Promo menarik untuk anda"
"478","FREESHIP3381","22.23","2024-11-20 23:25:40","Promo menarik untuk anda"
"479","FLASH1180","11.74","2025-04-06 21:53:57","Promo menarik untuk anda"
"480","EXTRA8605","10.56","2025-02-03 08:19:12","Promo menarik untuk anda"
"481","ULTRA8006","26.26","2024-09-23 23:20:10","Promo menarik untuk anda"
"482","SPRING6641","46.3","2024-08-30 02:29:24","Promo menarik untuk anda"
"483","ULTRA3759","29.73","2025-06-18 08:13:00","Promo menarik untuk anda"
"484","HOT2456","25.92","2025-05-27 07:36:50","Promo menarik untuk anda"
"485","DISC4128","10.63","2025-04-26 19:52:17","Promo menarik untuk anda"
"486","BONUS1848","12.6","2025-08-03 10:50:10","Promo menarik untuk anda"
"487","DISC8135","8.27","2024-12-06 09:47:55","Promo menarik untuk anda"
"488","NEW7415","35.75","2024-12-22 09:22:28","Promo menarik untuk anda"
"489","SPRING2383","33.08","2025-06-05 16:09:41","Promo menarik untuk anda"
"490","EXTRA4464","38.67","2025-06-04 01:17:52","Promo menarik untuk anda"
"491","ULTRA1166","49.8","2025-01-30 03:47:19","Promo menarik untuk anda"
"492","MEGA9504","19.73","2024-11-20 07:31:03","Promo menarik untuk anda"
"493","FREESHIP6303","43.16","2024-12-13 12:23:55","Promo menarik untuk anda"
"494","SALE8297","15.56","2024-08-18 07:57:47","Promo menarik untuk anda"
"495","SPRING1955","15","2025-06-03 15:07:48","Promo menarik untuk anda"
"496","ULTRA6037","41.88","2024-08-22 12:07:55","Promo menarik untuk anda"
"497","SUPER4402","39.58","2024-10-19 05:21:42","Promo menarik untuk anda"
"498","HOT8997","8.94","2025-07-09 08:04:33","Promo menarik untuk anda"
"499","NEW3672","22.71","2025-05-07 14:33:10","Promo menarik untuk anda"
"500","VIP7761","46.64","2025-07-08 22:54:49","Promo menarik untuk anda"
"501","SUMMER8664","16.55","2024-12-14 06:41:42","Promo menarik untuk anda"
"502","MEGA7104","16.56","2025-01-31 18:23:04","Promo menarik untuk anda"
"503","NEW7981","5.72","2025-02-02 22:46:56","Promo menarik untuk anda"
"504","MEGA6016","46.63","2024-08-21 16:11:43","Promo menarik untuk anda"
"505","MEGA9099","24.22","2024-10-11 09:39:39","Promo menarik untuk anda"
"506","CRAZY2756","21.4","2025-02-20 22:37:47","Promo menarik untuk anda"
"507","PROMO7655","23.32","2025-02-13 17:09:08","Promo menarik untuk anda"
"508","SUPER1016","18.63","2025-05-09 18:22:02","Promo menarik untuk anda"
"509","WELCOME2263","38.77","2025-03-06 23:27:24","Promo menarik untuk anda"
"510","SALE9087","22.2","2025-07-10 03:55:27","Promo menarik untuk anda"
"511","HOT2665","36.07","2025-04-14 13:45:55","Promo menarik untuk anda"
"512","VIP6534","5.88","2025-07-22 06:28:47","Promo menarik untuk anda"
"513","DISC7681","12.55","2025-05-27 04:07:47","Promo menarik untuk anda"
"514","SUPER4330","40.39","2025-03-15 21:59:10","Promo menarik untuk anda"
"515","WELCOME5120","9.39","2024-11-18 21:50:51","Promo menarik untuk anda"
"516","SUPER4370","13.4","2025-01-04 01:51:11","Promo menarik untuk anda"
"517","EXTRA4889","19.3","2025-04-19 09:42:53","Promo menarik untuk anda"
"518","VIP7689","29.16","2025-04-03 04:00:59","Promo menarik untuk anda"
"519","SPRING9958","22.67","2025-07-20 14:18:59","Promo menarik untuk anda"
"520","CRAZY5617","17.71","2024-11-07 22:58:13","Promo menarik untuk anda"
"521","BONUS6975","27.5","2024-10-13 18:50:37","Promo menarik untuk anda"
"522","PROMO7942","43.35","2025-06-08 07:45:24","Promo menarik untuk anda"
"523","SALE3100","7.57","2025-01-07 00:19:04","Promo menarik untuk anda"
"524","EXTRA3122","43.98","2025-06-06 21:30:12","Promo menarik untuk anda"
"525","WINTER8899","45.07","2024-12-10 08:40:33","Promo menarik untuk anda"
"526","CRAZY8175","5.11","2025-05-17 01:13:53","Promo menarik untuk anda"
"527","SALE4542","28.37","2025-02-10 04:16:48","Promo menarik untuk anda"
"528","DISC4511","14.52","2025-07-02 11:59:07","Promo menarik untuk anda"
"529","CRAZY2011","35.84","2024-09-10 17:10:11","Promo menarik untuk anda"
"530","VIP4755","8.83","2025-04-15 23:26:56","Promo menarik untuk anda"
"531","PROMO1762","33.58","2025-01-11 06:46:27","Promo menarik untuk anda"
"532","ULTRA2819","14.04","2025-02-28 14:51:30","Promo menarik untuk anda"
"533","WINTER3288","17.78","2024-09-11 06:53:45","Promo menarik untuk anda"
"534","FLASH3552","13.89","2025-02-27 16:32:02","Promo menarik untuk anda"
"535","SPRING5355","30.53","2025-06-04 21:05:07","Promo menarik untuk anda"
"536","MEGA7947","28.61","2024-09-13 00:12:29","Promo menarik untuk anda"
"537","ULTRA4658","16.65","2024-08-14 14:43:18","Promo menarik untuk anda"
"538","FREESHIP2657","31.04","2024-09-18 12:21:30","Promo menarik untuk anda"
"539","WINTER5924","47.54","2024-12-07 23:05:56","Promo menarik untuk anda"
"540","LUCKY5916","21.24","2025-04-09 02:12:32","Promo menarik untuk anda"
"541","WELCOME4027","20.35","2025-06-11 08:49:04","Promo menarik untuk anda"
"542","HOT5301","17.74","2025-04-19 23:48:57","Promo menarik untuk anda"
"543","EXTRA6060","12.86","2025-07-21 00:09:29","Promo menarik untuk anda"
"544","HOT5383","28.48","2025-05-07 21:30:21","Promo menarik untuk anda"
"545","LUCKY5863","18.68","2025-06-08 15:48:08","Promo menarik untuk anda"
"546","AUTUMN4551","28.52","2025-01-16 00:07:37","Promo menarik untuk anda"
"547","CRAZY6166","17.43","2025-06-11 04:14:22","Promo menarik untuk anda"
"548","MEGA9258","17.04","2024-11-12 01:41:40","Promo menarik untuk anda"
"549","HOT2569","7.21","2025-02-16 03:49:39","Promo menarik untuk anda"
"550","MEGA4578","21.75","2025-04-27 00:15:13","Promo menarik untuk anda"
"551","DISC6052","23.74","2025-02-01 18:51:06","Promo menarik untuk anda"
"552","FLASH6147","20.49","2025-04-18 00:56:32","Promo menarik untuk anda"
"553","DISC4591","26.98","2025-02-13 00:57:03","Promo menarik untuk anda"
"554","WELCOME9824","43.59","2024-11-13 13:52:47","Promo menarik untuk anda"
"555","SALE2224","37.04","2024-12-06 15:03:55","Promo menarik untuk anda"
"556","VIP8221","48.33","2025-03-31 19:59:45","Promo menarik untuk anda"
"557","AUTUMN6200","29.67","2025-05-02 21:05:07","Promo menarik untuk anda"
"558","LUCKY1701","11.17","2025-07-19 03:43:37","Promo menarik untuk anda"
"559","VIP1114","21.01","2025-01-17 20:42:40","Promo menarik untuk anda"
"560","SPRING6194","12.6","2025-05-31 15:17:48","Promo menarik untuk anda"
"561","SUPER2473","49.99","2025-08-02 13:25:55","Promo menarik untuk anda"
"562","PROMO2093","23.05","2024-09-06 19:21:53","Promo menarik untuk anda"
"563","PROMO2159","29.61","2025-05-27 07:31:32","Promo menarik untuk anda"
"564","NEW7678","42.74","2024-11-15 23:38:18","Promo menarik untuk anda"
"565","FLASH4388","7.18","2024-11-30 23:47:10","Promo menarik untuk anda"
"566","SUPER7509","26.56","2024-08-24 09:55:44","Promo menarik untuk anda"
"567","FREESHIP8998","38.8","2025-02-07 22:39:45","Promo menarik untuk anda"
"568","VIP1760","49.93","2024-10-22 03:41:50","Promo menarik untuk anda"
"569","EXTRA2469","13.94","2025-02-28 09:32:24","Promo menarik untuk anda"
"570","HOT3259","18.18","2024-08-10 17:23:43","Promo menarik untuk anda"
"571","FLASH7474","49.8","2024-10-17 13:55:25","Promo menarik untuk anda"
"572","SUPER8628","19.19","2025-01-23 02:50:15","Promo menarik untuk anda"
"573","VIP9724","47.05","2024-09-10 05:35:04","Promo menarik untuk anda"
"574","AUTUMN1473","33.34","2025-06-20 05:23:55","Promo menarik untuk anda"
"575","FREESHIP2529","24.2","2024-12-25 00:17:43","Promo menarik untuk anda"
"576","HOT3056","28.6","2024-09-07 17:43:47","Promo menarik untuk anda"
"577","DISC4865","36.34","2025-05-08 08:25:45","Promo menarik untuk anda"
"578","DISC2744","37.37","2025-04-06 05:55:04","Promo menarik untuk anda"
"579","SPRING2773","25.08","2025-02-13 23:06:00","Promo menarik untuk anda"
"580","FLASH1212","49.39","2025-02-28 21:42:52","Promo menarik untuk anda"
"581","SALE4055","12.89","2024-09-04 22:08:01","Promo menarik untuk anda"
"582","SUMMER1105","26.23","2025-06-13 20:16:45","Promo menarik untuk anda"
"583","MEGA6672","23.89","2025-03-10 11:47:42","Promo menarik untuk anda"
"584","LUCKY6686","22.83","2025-03-28 02:41:54","Promo menarik untuk anda"
"585","WINTER4190","34.97","2025-03-05 04:33:58","Promo menarik untuk anda"
"586","MEGA5585","23.95","2025-07-03 20:48:17","Promo menarik untuk anda"
"587","HOT4436","31.5","2024-09-06 20:44:31","Promo menarik untuk anda"
"588","DISC7348","47.43","2025-08-02 01:36:58","Promo menarik untuk anda"
"589","HOT3973","25.64","2025-05-31 05:41:55","Promo menarik untuk anda"
"590","FREESHIP7661","42.28","2024-10-27 23:04:54","Promo menarik untuk anda"
"591","EXTRA5456","27.91","2025-01-15 23:48:56","Promo menarik untuk anda"
"592","DISC5430","38.39","2024-10-14 06:26:14","Promo menarik untuk anda"
"593","FREESHIP7007","9.92","2025-02-01 17:37:45","Promo menarik untuk anda"
"594","PROMO6797","26.31","2025-05-30 14:58:14","Promo menarik untuk anda"
"595","MEGA4193","40.26","2024-10-26 18:22:39","Promo menarik untuk anda"
"596","FREESHIP5279","31.23","2025-05-01 05:27:50","Promo menarik untuk anda"
"597","SPRING8797","10.3","2025-01-01 03:05:33","Promo menarik untuk anda"
"598","NEW9864","31.69","2025-08-06 00:18:15","Promo menarik untuk anda"
"599","PROMO4633","28.95","2024-09-19 08:09:48","Promo menarik untuk anda"
"600","MEGA3351","30.46","2025-06-12 01:58:15","Promo menarik untuk anda"
"601","ULTRA1459","20.5","2025-03-24 05:27:24","Promo menarik untuk anda"
"602","AUTUMN2997","44.27","2025-02-06 17:01:11","Promo menarik untuk anda"
"603","SUPER7057","16.55","2025-07-20 10:17:26","Promo menarik untuk anda"
"604","AUTUMN4095","35.74","2025-01-26 21:44:50","Promo menarik untuk anda"
"605","DISC8813","47.96","2025-06-29 16:59:04","Promo menarik untuk anda"
"606","VIP9331","35.8","2025-05-19 02:25:06","Promo menarik untuk anda"
"607","SALE3165","40.93","2025-01-11 00:49:35","Promo menarik untuk anda"
"608","AUTUMN3382","44.69","2025-07-24 14:15:32","Promo menarik untuk anda"
"609","MEGA3311","22.76","2025-03-08 16:47:46","Promo menarik untuk anda"
"610","SALE2281","45.95","2025-01-02 20:46:53","Promo menarik untuk anda"
"611","CRAZY8356","25.45","2025-05-30 09:11:17","Promo menarik untuk anda"
"612","PROMO1144","41.15","2024-08-16 14:17:17","Promo menarik untuk anda"
"613","CRAZY1717","37.91","2024-11-03 05:17:35","Promo menarik untuk anda"
"614","WELCOME4361","5.65","2025-05-01 05:07:30","Promo menarik untuk anda"
"615","DISC9243","31.73","2024-11-25 23:34:51","Promo menarik untuk anda"
"616","FREESHIP8244","21.59","2025-01-23 20:16:24","Promo menarik untuk anda"
"617","HOT6835","13.96","2025-05-11 19:09:23","Promo menarik untuk anda"
"618","LUCKY7030","8.38","2025-06-29 11:34:49","Promo menarik untuk anda"
"619","DISC9317","19.49","2024-11-05 06:36:09","Promo menarik untuk anda"
"620","LUCKY1482","39.55","2024-11-10 23:46:02","Promo menarik untuk anda"
"621","EXTRA3971","20.57","2024-10-28 13:52:56","Promo menarik untuk anda"
"622","PROMO1673","45.74","2025-01-08 07:34:47","Promo menarik untuk anda"
"623","EXTRA1865","25.47","2025-06-09 09:40:16","Promo menarik untuk anda"
"624","LUCKY8099","5.83","2025-03-27 18:32:43","Promo menarik untuk anda"
"625","MEGA1277","39.3","2024-11-05 20:56:10","Promo menarik untuk anda"
"626","CRAZY3049","29.46","2025-04-14 03:24:13","Promo menarik untuk anda"
"627","DISC4129","18.1","2025-01-22 12:34:39","Promo menarik untuk anda"
"628","MEGA1533","40.41","2025-07-15 14:29:11","Promo menarik untuk anda"
"629","SUMMER2837","34.27","2025-02-05 02:29:55","Promo menarik untuk anda"
"630","SPRING5514","20.53","2025-02-24 11:10:44","Promo menarik untuk anda"
"631","SUMMER1619","21.45","2025-07-14 14:22:39","Promo menarik untuk anda"
"632","SUPER8638","25.44","2025-02-16 11:49:27","Promo menarik untuk anda"
"633","LUCKY4920","22.58","2024-09-07 05:16:48","Promo menarik untuk anda"
"634","FLASH7296","19.14","2024-08-31 22:40:17","Promo menarik untuk anda"
"635","FLASH8841","37.91","2024-09-12 13:19:48","Promo menarik untuk anda"
"636","FLASH3065","27.93","2024-12-17 00:18:43","Promo menarik untuk anda"
"637","DISC8224","25.32","2025-04-29 04:05:45","Promo menarik untuk anda"
"638","PROMO5340","25.93","2024-08-27 04:20:19","Promo menarik untuk anda"
"639","DISC9456","41.73","2025-04-04 13:46:48","Promo menarik untuk anda"
"640","PROMO4142","5.02","2024-08-27 21:26:36","Promo menarik untuk anda"
"641","SUMMER8177","39.46","2025-03-30 09:36:36","Promo menarik untuk anda"
"642","SUPER3852","17.97","2024-11-01 19:43:00","Promo menarik untuk anda"
"643","WELCOME7244","8.53","2025-02-19 15:43:31","Promo menarik untuk anda"
"644","SALE1053","27.67","2025-05-11 09:02:37","Promo menarik untuk anda"
"645","AUTUMN3458","23.2","2025-01-16 13:41:09","Promo menarik untuk anda"
"646","WELCOME6913","49.76","2024-12-11 10:02:53","Promo menarik untuk anda"
"647","FREESHIP7040","35.27","2025-04-18 04:34:17","Promo menarik untuk anda"
"648","MEGA1891","43.31","2025-06-03 20:36:49","Promo menarik untuk anda"
"649","BONUS7106","46.25","2025-08-09 02:23:13","Promo menarik untuk anda"
"650","AUTUMN8729","47.51","2024-08-30 18:32:04","Promo menarik untuk anda"
"651","EXTRA4972","42.58","2025-01-08 18:42:45","Promo menarik untuk anda"
"652","BONUS7292","20.52","2025-03-19 02:24:15","Promo menarik untuk anda"
"653","VIP1593","43.4","2024-08-22 01:32:55","Promo menarik untuk anda"
"654","EXTRA1643","21.17","2025-01-03 16:24:45","Promo menarik untuk anda"
"655","SUPER3918","23.98","2025-05-31 06:02:27","Promo menarik untuk anda"
"656","SUMMER9174","10.03","2025-02-07 04:31:05","Promo menarik untuk anda"
"657","VIP1385","19.55","2024-10-05 04:46:49","Promo menarik untuk anda"
"658","WINTER2311","46.65","2025-08-06 02:21:26","Promo menarik untuk anda"
"659","MEGA1849","38.04","2024-09-18 02:47:45","Promo menarik untuk anda"
"660","FREESHIP5915","14.16","2025-01-26 02:39:10","Promo menarik untuk anda"
"661","SUPER8960","18.94","2025-02-26 06:56:13","Promo menarik untuk anda"
"662","WINTER4973","36.47","2024-09-27 10:10:06","Promo menarik untuk anda"
"663","HOT4516","20","2024-09-03 14:19:22","Promo menarik untuk anda"
"664","SALE3806","43.38","2025-02-01 05:29:41","Promo menarik untuk anda"
"665","FREESHIP4860","47.87","2025-07-01 22:12:09","Promo menarik untuk anda"
"666","CRAZY9488","39.64","2024-08-14 02:17:40","Promo menarik untuk anda"
"667","LUCKY1655","21.36","2024-10-08 20:06:07","Promo menarik untuk anda"
"668","SUPER3525","11.47","2024-12-14 05:24:57","Promo menarik untuk anda"
"669","SPRING5039","21.63","2025-03-17 11:31:46","Promo menarik untuk anda"
"670","NEW1426","5.36","2025-08-03 11:22:50","Promo menarik untuk anda"
"671","DISC8267","19.3","2025-02-06 08:54:09","Promo menarik untuk anda"
"672","EXTRA7937","7.37","2025-06-29 22:41:12","Promo menarik untuk anda"
"673","SUPER1528","40.47","2024-11-30 08:35:24","Promo menarik untuk anda"
"674","CRAZY7911","41.92","2025-05-21 12:31:06","Promo menarik untuk anda"
"675","FLASH5785","29.53","2025-07-06 04:07:57","Promo menarik untuk anda"
"676","WELCOME6076","22.21","2024-09-03 21:55:24","Promo menarik untuk anda"
"677","AUTUMN5097","39.96","2025-02-24 17:09:37","Promo menarik untuk anda"
"678","SUMMER5236","15.36","2024-09-17 22:04:25","Promo menarik untuk anda"
"679","AUTUMN6095","33.98","2025-04-27 21:57:28","Promo menarik untuk anda"
"680","SPRING1093","17.38","2024-09-06 07:30:16","Promo menarik untuk anda"
"681","NEW7865","15.95","2025-03-07 00:04:57","Promo menarik untuk anda"
"682","LUCKY6660","47.9","2025-01-28 22:34:58","Promo menarik untuk anda"
"683","WINTER1540","16.96","2024-11-04 22:58:03","Promo menarik untuk anda"
"684","AUTUMN6175","47.24","2024-09-17 13:11:27","Promo menarik untuk anda"
"685","FREESHIP6648","26.95","2024-09-28 04:31:48","Promo menarik untuk anda"
"686","SUMMER9074","21.96","2025-05-01 18:48:43","Promo menarik untuk anda"
"687","FREESHIP3851","37.17","2025-03-29 02:58:36","Promo menarik untuk anda"
"688","AUTUMN3033","41.95","2024-12-10 04:24:10","Promo menarik untuk anda"
"689","HOT2774","34.34","2024-09-21 21:29:14","Promo menarik untuk anda"
"690","FLASH5662","38.87","2024-10-07 02:23:29","Promo menarik untuk anda"
"691","SUMMER3922","6.85","2024-11-15 10:04:10","Promo menarik untuk anda"
"692","WINTER2728","23.27","2024-12-26 14:34:48","Promo menarik untuk anda"
"693","SUMMER6267","11.96","2025-02-09 21:00:05","Promo menarik untuk anda"
"694","EXTRA6755","49.78","2024-11-11 04:57:51","Promo menarik untuk anda"
