"id","user_id","order_date","total_price","coupon_id","status","payment_method","payment_status"
"366","844","2025-07-19 06:07:16","2847184","653","awaiting_shipment","bank_bni","refunded"
"367","903","2025-05-27 13:59:22","9211339","651","processing","paypal","overpaid"
"368","526","2025-07-31 20:54:45","4102899","257","pending","ovo","partial"
"369","977","2025-04-16 19:55:30","1228491","720","shipped","bank_mandiri","overpaid"
"370","699","2025-08-01 15:22:15","3545722","820","on_hold","credit_card","refunded"
"371","433","2025-05-30 17:20:12","8270536","847","refunded","ovo","paid"
"372","95","2025-04-25 02:48:02","8259648","565","shipped","bank_bni","overpaid"
"373","659","2025-04-06 13:36:38","3353027","911","shipped","bank_bca","chargeback"
"374","139","2025-05-28 05:53:31","797556","367","refunded","paypal","refunded"
"375","240","2025-06-01 02:40:31","6755699","983","cancelled","gopay","failed"
"376","322","2025-06-24 21:06:42","506430","898","refunded","paypal","refunded"
"377","30","2025-05-04 11:44:12","1048967","787","processing","bank_bni","failed"
"378","627","2025-08-01 02:06:21","7388145","198","returned","bank_bni","refunded"
"379","285","2025-03-14 04:45:50","7455568","598","delivered","credit_card","overpaid"
"380","449","2025-06-16 22:08:41","727655","33","awaiting_shipment","transfer","chargeback"
"381","155","2025-04-23 10:30:25","9615653","690","delivered","bank_bni","overpaid"
"382","29","2025-03-28 02:34:01","7574445","270","refunded","paypal","partial"
"383","636","2025-05-30 19:32:24","3836992","520","refunded","ovo","overpaid"
"384","633","2025-02-18 16:57:25","3202601","136","shipped","ovo","failed"
"385","108","2025-03-21 05:06:39","2177724","795","returned","transfer","partial"
"386","643","2025-05-21 10:02:40","7406381","510","cancelled","bank_bca","refunded"
"387","45","2025-04-15 11:37:57","9238308","903","shipped","paypal","chargeback"
"388","76","2025-04-28 20:37:50","2511366","737","refunded","paypal","pending"
"389","416","2025-02-22 17:15:29","1389870","41","refunded","transfer","paid"
"390","720","2025-03-06 23:38:51","5513147","548","cancelled","cash","refunded"
"391","934","2025-08-01 05:31:04","3033603","595","pending","bank_bni","failed"
"392","60","2025-04-10 02:06:49","3377563","558","on_hold","credit_card","pending"
"393","315","2025-07-26 17:55:35","8534382","286","processing","e-wallet","overpaid"
"394","61","2025-05-16 02:36:11","9628574","757","awaiting_payment","ovo","overpaid"
"395","907","2025-06-23 06:02:42","4124391","522","processing","bank_bni","refunded"
"396","253","2025-04-10 01:24:50","3149846","304","processing","dana","chargeback"
"397","89","2025-02-18 19:34:28","7213188","311","refunded","paypal","refunded"
"398","497","2025-03-16 22:44:37","2185739","765","cancelled","credit_card","chargeback"
"399","959","2025-03-27 13:32:45","7929317","767","pending","cash","pending"
"400","23","2025-04-19 05:50:41","2749459","518","delivered","e-wallet","partial"
"401","27","2025-05-14 20:51:16","9342585","367","awaiting_payment","cash","chargeback"
"402","570","2025-07-05 14:10:44","6445962","603","on_hold","cash","pending"
"403","767","2025-04-02 14:08:13","4262746","861","awaiting_shipment","paypal","paid"
"404","78","2025-07-05 12:20:20","6703589","671","processing","debit_card","paid"
"405","971","2025-06-25 14:43:02","8920946","336","on_hold","paypal","failed"
"406","558","2025-06-11 06:14:26","6840083","381","cancelled","cash","chargeback"
"407","291","2025-08-04 14:34:53","496475","428","returned","credit_card","refunded"
"408","434","2025-02-24 22:58:52","8767764","748","cancelled","ovo","partial"
"409","839","2025-08-07 20:12:31","1325834","439","awaiting_shipment","e-wallet","failed"
"410","523","2025-05-26 11:47:19","3108075","429","shipped","bank_bca","partial"
"411","768","2025-02-24 19:19:35","8993127","777","delivered","cash","chargeback"
"412","46","2025-05-31 13:24:44","8860433","700","delivered","e-wallet","chargeback"
"413","346","2025-03-21 11:09:34","8532772","820","cancelled","cash","paid"
"414","905","2025-03-26 15:11:15","3209362","486","on_hold","e-wallet","pending"
"415","652","2025-06-18 06:00:11","3056985","360","awaiting_payment","bank_bca","partial"
"416","416","2025-06-20 09:17:17","6672299","191","refunded","dana","refunded"
"417","766","2025-03-29 22:52:12","4851005","73","shipped","credit_card","overpaid"
"418","605","2025-04-23 09:09:09","1051292","250","cancelled","credit_card","partial"
"419","338","2025-05-07 02:13:47","5821496","33","awaiting_payment","paypal","failed"
"420","788","2025-06-25 01:48:01","7729471","600","shipped","paypal","pending"
"421","33","2025-04-15 21:33:20","4580301","441","refunded","cash","refunded"
"422","744","2025-05-14 18:49:55","377148","261","processing","bank_bca","chargeback"
"423","160","2025-05-26 10:41:28","3112586","406","cancelled","debit_card","partial"
"424","372","2025-04-10 09:34:58","8952112","451","awaiting_payment","bank_bni","overpaid"
"425","36","2025-05-02 09:41:27","9683679","981","cancelled","paypal","pending"
"426","857","2025-07-26 19:59:37","429257","207","awaiting_shipment","debit_card","failed"
"427","162","2025-05-08 13:33:52","5374941","347","on_hold","cash","partial"
"428","14","2025-05-11 00:19:17","5548496","840","awaiting_shipment","transfer","overpaid"
"429","29","2025-06-07 11:04:39","297573","539","awaiting_shipment","dana","overpaid"
"430","267","2025-06-01 03:12:19","6529494","421","pending","bank_bca","chargeback"
"431","159","2025-03-26 02:06:43","3691107","633","awaiting_payment","debit_card","failed"
"432","12","2025-03-12 12:12:38","1741734","363","processing","transfer","failed"
"433","50","2025-06-20 09:50:52","2437443","60","processing","dana","refunded"
"434","490","2025-07-14 15:37:06","1400847","509","refunded","bank_bca","partial"
"435","955","2025-04-12 17:41:11","3996976","117","refunded","cash","overpaid"
"436","515","2025-04-03 22:55:44","8469532","623","cancelled","bank_bni","partial"
"437","62","2025-06-04 19:34:06","6466681","537","processing","gopay","partial"
"438","51","2025-06-06 07:39:18","2479688","459","shipped","paypal","partial"
"439","962","2025-07-26 10:09:16","1329250","595","awaiting_payment","ovo","failed"
"440","135","2025-02-21 06:17:30","567197","299","pending","debit_card","chargeback"
"441","229","2025-03-17 23:56:00","7131826","794","shipped","debit_card","overpaid"
"442","186","2025-08-05 06:04:41","9539920","191","awaiting_shipment","debit_card","failed"
"443","892","2025-04-10 05:39:09","328278","682","pending","gopay","refunded"
"444","598","2025-05-11 08:39:37","2929373","339","cancelled","debit_card","failed"
"445","104","2025-05-09 07:52:01","5338059","838","delivered","cash","refunded"
"446","145","2025-04-14 00:49:33","7425346","828","cancelled","ovo","paid"
"447","140","2025-07-23 12:53:41","976599","390","refunded","credit_card","paid"
"448","477","2025-07-04 04:32:28","4591289","394","pending","bank_bca","overpaid"
"449","201","2025-02-14 17:08:51","1457001","761","on_hold","gopay","partial"
"450","865","2025-04-22 15:52:09","6743443","680","returned","credit_card","paid"
"451","879","2025-06-27 09:31:32","5571699","976","processing","credit_card","pending"
"452","181","2025-04-24 17:43:47","2062628","978","awaiting_payment","bank_bca","failed"
"453","892","2025-08-07 09:08:34","5693771","110","awaiting_payment","dana","partial"
"454","329","2025-07-05 14:12:31","9360487","508","awaiting_shipment","transfer","refunded"
"455","902","2025-03-12 15:52:38","4621614","431","cancelled","cash","failed"
"456","522","2025-04-27 10:20:04","880542","220","delivered","gopay","chargeback"
"457","236","2025-05-21 22:01:49","1686894","240","awaiting_payment","bank_mandiri","failed"
"458","152","2025-04-30 13:07:32","302207","11","pending","debit_card","paid"
"459","228","2025-03-15 18:48:58","1924197","288","processing","debit_card","paid"
"460","654","2025-04-15 21:37:24","9256229","435","pending","ovo","pending"
"461","61","2025-07-16 18:54:44","859841","29","pending","e-wallet","partial"
"462","567","2025-06-23 15:03:41","2010223","240","returned","debit_card","paid"
"463","904","2025-03-27 08:54:24","3892910","934","refunded","bank_bca","paid"
"464","111","2025-04-21 02:28:43","2738740","109","on_hold","ovo","chargeback"
"465","167","2025-06-04 18:48:56","5281213","187","delivered","bank_mandiri","refunded"
"466","160","2025-02-20 23:55:44","1187957","635","pending","ovo","refunded"
"467","819","2025-03-24 12:05:55","7731396","528","on_hold","cash","refunded"
"468","346","2025-03-20 11:34:34","6706898","573","refunded","bank_bca","refunded"
"469","130","2025-06-08 13:33:05","4708991","509","awaiting_shipment","debit_card","paid"
"470","879","2025-07-14 03:08:04","9866061","404","awaiting_shipment","debit_card","chargeback"
"471","791","2025-02-13 11:16:27","4305719","206","on_hold","ovo","overpaid"
"472","421","2025-07-09 13:39:18","1732110","552","on_hold","bank_mandiri","chargeback"
"473","346","2025-02-23 01:48:18","605366","950","awaiting_shipment","paypal","failed"
"474","754","2025-08-05 14:16:47","7148149","822","on_hold","paypal","partial"
"475","261","2025-06-23 15:34:00","5179504","966","returned","credit_card","overpaid"
"476","444","2025-06-16 15:59:59","1727658","660","on_hold","transfer","pending"
"477","397","2025-07-18 12:40:34","776245","950","processing","bank_bni","pending"
"478","482","2025-06-18 14:48:46","5783981","694","refunded","gopay","pending"
"479","54","2025-05-29 11:10:51","8447284","909","awaiting_payment","gopay","failed"
"480","492","2025-04-07 15:13:26","8542706","162","awaiting_shipment","credit_card","partial"
"481","734","2025-03-02 17:56:00","5443076","117","awaiting_shipment","transfer","refunded"
"482","964","2025-03-03 15:14:21","7939273","394","cancelled","bank_mandiri","failed"
"483","667","2025-07-25 04:53:35","5166271","572","cancelled","gopay","paid"
"484","862","2025-06-18 18:43:07","335619","228","refunded","bank_bni","pending"
"485","978","2025-02-16 20:10:11","8997518","586","awaiting_payment","gopay","overpaid"
"486","516","2025-06-29 14:36:57","8426235","511","pending","bank_bca","paid"
"487","596","2025-03-14 11:54:35","7349221","38","pending","gopay","overpaid"
"488","559","2025-07-23 02:07:41","7985758","31","awaiting_payment","debit_card","pending"
"489","196","2025-04-05 04:05:59","8367101","730","returned","credit_card","overpaid"
"490","534","2025-08-07 00:34:19","7368704","390","processing","dana","failed"
"491","918","2025-04-07 10:38:20","2239532","668","cancelled","cash","partial"
"492","577","2025-07-10 19:06:43","4850337","186","delivered","ovo","refunded"
"493","709","2025-05-28 03:21:48","6942125","27","refunded","transfer","partial"
"494","439","2025-03-23 23:55:56","2494581","968","awaiting_shipment","ovo","partial"
"495","992","2025-03-05 14:35:08","1955698","289","awaiting_payment","bank_mandiri","pending"
"496","947","2025-04-20 19:11:30","1005355","877","refunded","ovo","pending"
"497","815","2025-02-17 07:56:48","2984529","441","refunded","bank_bca","chargeback"
"498","378","2025-07-09 02:45:06","5418243","696","awaiting_payment","e-wallet","failed"
"499","459","2025-05-19 23:23:09","9441535","100","refunded","transfer","failed"
"500","338","2025-06-03 08:24:21","1593942","479","refunded","dana","chargeback"
"501","206","2025-03-18 21:28:51","8657201","885","awaiting_payment","bank_bni","chargeback"
"502","74","2025-07-07 14:10:11","2127541","610","delivered","bank_bca","overpaid"
"503","975","2025-07-26 08:14:03","850350","272","processing","bank_bni","chargeback"
"504","835","2025-03-09 05:05:15","2784998","322","on_hold","cash","pending"
"505","336","2025-03-13 07:24:13","9668617","844","awaiting_shipment","transfer","overpaid"
"506","456","2025-04-09 17:32:32","8771653","942","shipped","e-wallet","pending"
"507","206","2025-05-28 06:15:35","8263130","59","awaiting_payment","bank_bca","paid"
"508","182","2025-03-24 22:57:00","1703690","691","pending","bank_bni","partial"
"509","828","2025-05-16 23:55:48","8010639","419","on_hold","gopay","failed"
"510","742","2025-03-07 09:33:16","4501067","712","returned","dana","partial"
"511","392","2025-06-18 09:07:33","7574726","112","returned","ovo","refunded"
"512","157","2025-05-14 07:35:26","9873139","407","cancelled","debit_card","failed"
"513","110","2025-06-03 19:00:24","1825988","598","refunded","bank_bni","partial"
"514","502","2025-03-21 09:41:49","7635312","161","cancelled","bank_bca","overpaid"
"515","557","2025-07-02 17:18:41","9677801","286","returned","gopay","refunded"
"516","501","2025-07-20 17:04:16","3001079","60","refunded","bank_mandiri","chargeback"
"517","498","2025-03-26 04:19:23","7367141","825","refunded","paypal","failed"
"518","776","2025-05-09 18:58:10","2690363","706","awaiting_shipment","debit_card","overpaid"
"519","958","2025-08-02 07:38:49","5619390","490","cancelled","cash","partial"
"520","960","2025-08-07 15:16:01","983487","340","processing","gopay","overpaid"
"521","566","2025-06-25 12:17:15","9090756","202","cancelled","bank_bni","chargeback"
"522","952","2025-04-02 06:55:57","2930846","67","refunded","bank_bca","overpaid"
"523","396","2025-05-30 11:37:32","4659215","285","pending","ovo","partial"
"524","892","2025-03-07 08:46:01","5602699","58","processing","transfer","paid"
"525","539","2025-06-02 21:30:30","5041189","662","delivered","debit_card","refunded"
"526","460","2025-04-01 20:26:30","3310670","220","refunded","credit_card","paid"
"527","458","2025-02-11 14:38:35","6026627","939","shipped","bank_mandiri","overpaid"
"528","863","2025-03-10 03:19:53","3887842","355","processing","bank_bni","partial"
"529","364","2025-06-21 07:07:05","5468205","274","cancelled","gopay","paid"
"530","806","2025-07-02 09:12:31","2386520","764","delivered","bank_bni","pending"
"531","538","2025-06-25 18:40:57","8647132","955","cancelled","debit_card","chargeback"
"532","290","2025-04-05 00:57:05","7519638","381","delivered","e-wallet","overpaid"
"533","711","2025-06-20 21:54:32","4526914","307","awaiting_shipment","e-wallet","chargeback"
"534","305","2025-04-28 07:21:47","5207808","290","awaiting_payment","debit_card","paid"
"535","616","2025-03-10 23:45:39","8997228","924","delivered","dana","pending"
"536","471","2025-02-19 08:34:40","3714027","388","awaiting_shipment","cash","chargeback"
"537","585","2025-07-27 22:08:34","6900044","808","delivered","gopay","pending"
"538","812","2025-02-17 17:17:27","9806237","455","processing","credit_card","refunded"
"539","599","2025-04-12 09:45:15","1259371","925","delivered","paypal","refunded"
"540","961","2025-08-03 20:15:11","7624349","159","shipped","cash","pending"
"541","842","2025-05-18 14:59:57","7457205","384","returned","bank_bca","pending"
"542","898","2025-06-28 16:36:56","3842441","858","processing","transfer","paid"
"543","358","2025-04-19 12:40:52","2297202","846","delivered","transfer","partial"
"544","448","2025-04-17 08:59:18","3052398","311","processing","debit_card","pending"
"545","724","2025-05-17 13:54:40","7135902","602","returned","bank_bni","refunded"
"546","666","2025-05-31 19:47:51","9154211","274","shipped","bank_bni","pending"
"547","320","2025-05-13 02:26:53","301632","491","refunded","dana","refunded"
"548","821","2025-07-07 09:14:22","9402856","838","shipped","cash","paid"
"549","361","2025-06-07 15:35:31","6396686","123","pending","bank_bni","refunded"
"550","336","2025-05-20 11:23:17","6753644","843","processing","transfer","refunded"
"551","361","2025-08-07 14:31:47","942492","491","cancelled","debit_card","paid"
"552","969","2025-06-04 13:13:14","3705963","513","cancelled","e-wallet","refunded"
"553","339","2025-05-04 15:06:55","8788383","608","processing","bank_bca","pending"
"554","104","2025-03-11 01:30:41","8028171","967","awaiting_shipment","paypal","failed"
"555","674","2025-05-27 21:07:13","1169128","140","returned","e-wallet","paid"
"556","443","2025-07-02 08:42:17","3816355","768","delivered","ovo","refunded"
"557","62","2025-08-03 13:32:08","1905634","257","delivered","credit_card","partial"
"558","586","2025-03-03 13:53:34","875598","719","on_hold","ovo","partial"
"559","557","2025-07-01 23:59:20","4863152","595","shipped","bank_mandiri","pending"
"560","740","2025-02-17 07:02:41","9313916","836","refunded","dana","overpaid"
"561","48","2025-07-12 18:07:15","7480078","779","awaiting_payment","bank_mandiri","refunded"
"562","473","2025-07-25 18:39:19","3350850","463","refunded","gopay","refunded"
"563","728","2025-05-18 20:28:06","9676949","975","pending","bank_bca","refunded"
"564","852","2025-07-11 02:05:00","8990582","719","shipped","cash","pending"
"565","228","2025-05-19 01:23:01","8620471","165","pending","credit_card","partial"
"566","329","2025-06-10 18:13:33","8720103","160","refunded","bank_bca","failed"
"567","67","2025-06-20 18:35:36","9961454","305","shipped","transfer","overpaid"
"568","301","2025-06-12 10:57:21","2577200","228","processing","debit_card","failed"
"569","558","2025-02-20 08:10:06","8881390","733","returned","bank_bni","pending"
"570","28","2025-02-27 16:31:50","5510978","308","pending","credit_card","partial"
"571","543","2025-07-22 17:27:28","3011886","202","awaiting_shipment","debit_card","partial"
"572","960","2025-04-02 08:13:29","8987655","222","pending","ovo","pending"
"573","28","2025-03-25 11:58:01","9479235","985","awaiting_payment","credit_card","chargeback"
"574","711","2025-02-27 06:07:57","5508229","220","delivered","bank_mandiri","paid"
"575","533","2025-03-09 13:36:10","3696416","163","refunded","bank_bni","refunded"
"576","55","2025-06-17 14:42:39","5571422","326","returned","ovo","failed"
"577","602","2025-02-18 10:37:42","4205294","262","awaiting_payment","bank_bni","failed"
"578","679","2025-03-29 01:01:42","7946504","391","on_hold","bank_bca","chargeback"
"579","789","2025-08-09 02:11:54","1539606","832","pending","debit_card","refunded"
"580","487","2025-06-02 16:42:24","8360579","205","returned","ovo","refunded"
"581","782","2025-02-15 01:17:40","2412780","512","pending","credit_card","partial"
"582","974","2025-02-23 10:08:46","7452041","319","awaiting_payment","ovo","failed"
"583","213","2025-04-14 22:49:49","7335398","553","shipped","paypal","paid"
"584","987","2025-05-30 09:45:11","8805226","141","on_hold","bank_bca","overpaid"
"585","126","2025-06-02 08:07:22","2806656","580","on_hold","ovo","pending"
"586","204","2025-04-20 15:58:42","8535401","501","pending","transfer","pending"
"587","960","2025-03-30 09:45:33","4083062","956","cancelled","cash","failed"
"588","408","2025-03-05 22:16:13","3324643","990","on_hold","e-wallet","pending"
"589","886","2025-03-03 03:19:04","916036","835","returned","ovo","refunded"
"590","189","2025-02-13 13:59:44","6903547","412","awaiting_payment","bank_bca","pending"
"591","573","2025-07-11 20:08:36","4930007","126","pending","bank_bca","refunded"
"592","142","2025-06-30 19:23:02","2692974","917","refunded","bank_mandiri","chargeback"
"593","658","2025-06-24 17:40:49","1690690","516","pending","cash","chargeback"
"594","401","2025-02-15 21:05:27","1622936","983","returned","bank_mandiri","overpaid"
"595","982","2025-03-16 02:07:14","3789956","910","shipped","cash","failed"
"596","798","2025-06-08 04:20:28","6783058","709","cancelled","bank_bca","failed"
"597","212","2025-04-02 04:34:45","6295890","837","returned","e-wallet","failed"
"598","718","2025-07-31 09:28:46","6238735","705","awaiting_payment","bank_bni","pending"
"599","472","2025-03-10 04:18:14","757222","185","cancelled","dana","pending"
"600","427","2025-02-17 06:45:04","8546896","520","cancelled","dana","overpaid"
"601","455","2025-04-13 23:42:08","7769294","399","awaiting_shipment","dana","failed"
"602","204","2025-08-05 11:47:07","6811876","121","on_hold","bank_bca","refunded"
"603","240","2025-06-07 13:23:47","2717322","447","delivered","debit_card","overpaid"
"604","200","2025-02-19 16:09:22","5438881","82","shipped","bank_bca","refunded"
"605","918","2025-04-22 01:47:36","1482745","704","cancelled","gopay","failed"
"606","16","2025-07-22 00:56:49","789203","63","cancelled","transfer","paid"
"607","715","2025-05-22 10:16:36","6954965","86","awaiting_shipment","credit_card","pending"
"608","100","2025-07-23 19:49:26","1198755","460","on_hold","debit_card","failed"
"609","470","2025-02-13 07:39:00","4866059","743","shipped","transfer","partial"
"610","739","2025-03-22 03:17:34","5403378","870","awaiting_shipment","e-wallet","chargeback"
"611","172","2025-04-22 00:23:23","5248897","701","awaiting_payment","gopay","refunded"
"612","165","2025-05-08 18:12:23","9126660","67","returned","paypal","pending"
"613","582","2025-06-17 06:16:15","5222307","464","delivered","transfer","pending"
"614","204","2025-03-10 18:54:55","2764994","557","returned","transfer","chargeback"
"615","863","2025-03-30 23:27:38","9460255","60","returned","dana","failed"
"616","616","2025-02-11 14:53:52","8364277","950","pending","bank_mandiri","overpaid"
"617","352","2025-04-17 22:04:29","2536948","193","on_hold","credit_card","chargeback"
"618","405","2025-07-25 01:53:39","5100197","70","awaiting_shipment","e-wallet","overpaid"
"619","257","2025-04-24 16:04:24","1828895","562","awaiting_shipment","bank_bca","partial"
"620","648","2025-04-16 14:15:08","6559662","810","returned","e-wallet","failed"
"621","25","2025-07-05 15:23:54","5324079","923","returned","bank_bca","failed"
"622","843","2025-06-28 03:09:46","8612513","391","on_hold","ovo","pending"
"623","604","2025-03-14 03:20:53","1059820","404","shipped","gopay","refunded"
"624","907","2025-06-07 18:32:12","3227249","181","delivered","cash","chargeback"
"625","12","2025-04-25 07:58:28","703445","398","cancelled","ovo","partial"
"626","163","2025-05-15 09:47:48","3581677","32","shipped","credit_card","chargeback"
"627","546","2025-03-28 08:47:34","9429503","275","cancelled","cash","partial"
"628","181","2025-04-15 10:09:20","9505123","136","cancelled","dana","chargeback"
"629","353","2025-03-12 09:24:03","6659242","990","refunded","cash","chargeback"
"630","66","2025-03-13 19:06:41","7766911","907","pending","dana","partial"
"631","761","2025-04-27 12:37:03","6788489","768","awaiting_payment","bank_bca","pending"
"632","947","2025-02-25 12:01:35","421014","555","shipped","gopay","pending"
"633","518","2025-03-17 08:09:09","1537307","82","returned","ovo","failed"
"634","780","2025-06-24 17:11:21","5186845","218","shipped","cash","refunded"
"635","506","2025-05-26 22:45:29","7545341","850","shipped","ovo","chargeback"
"636","869","2025-08-08 20:50:46","2754134","216","returned","debit_card","pending"
"637","888","2025-05-11 02:15:22","750325","525","delivered","gopay","refunded"
"638","125","2025-06-15 20:19:17","4729301","16","refunded","gopay","chargeback"
"639","683","2025-02-15 15:45:33","4454083","749","processing","dana","refunded"
"640","184","2025-02-15 19:12:39","6204075","714","cancelled","e-wallet","paid"
"641","385","2025-07-05 11:00:40","4673125","755","shipped","e-wallet","refunded"
"642","58","2025-04-06 15:04:46","8730635","636","refunded","bank_mandiri","pending"
"643","588","2025-07-11 21:16:17","8887965","554","on_hold","ovo","partial"
"644","904","2025-07-01 00:41:54","5251165","164","returned","cash","overpaid"
"645","762","2025-02-22 10:53:19","6270746","202","pending","e-wallet","pending"
"646","415","2025-05-21 12:22:37","5202971","323","cancelled","credit_card","chargeback"
"647","757","2025-03-28 17:31:47","271301","398","shipped","ovo","overpaid"
"648","883","2025-05-22 21:02:32","3092267","644","returned","bank_mandiri","chargeback"
"649","7","2025-05-09 03:53:17","3001616","758","pending","bank_mandiri","failed"
"650","77","2025-08-04 05:45:19","2946564","275","shipped","dana","partial"
"651","931","2025-07-28 23:01:31","3969580","547","shipped","ovo","overpaid"
"652","185","2025-02-26 19:55:34","3701022","915","awaiting_shipment","e-wallet","pending"
"653","620","2025-05-06 13:07:50","1294565","71","refunded","dana","paid"
"654","202","2025-02-17 08:57:55","7863036","674","refunded","bank_mandiri","pending"
"655","247","2025-07-07 22:38:16","9575346","null","on_hold","bank_mandiri","chargeback"
"656","240","2025-04-27 06:07:55","6473326","578","delivered","e-wallet","failed"
"657","43","2025-07-10 07:04:02","5915359","577","on_hold","ovo","chargeback"
"658","145","2025-08-09 16:09:19","8622958","700","awaiting_shipment","bank_bni","pending"
"659","384","2025-08-08 18:21:12","5799921","141","awaiting_payment","bank_bni","partial"
"660","24","2025-08-01 20:22:07","949813","930","processing","ovo","failed"
"661","314","2025-03-07 07:33:30","5401937","597","cancelled","bank_bni","chargeback"
"662","944","2025-07-23 06:37:35","6448145","509","pending","cash","refunded"
"663","734","2025-04-09 11:00:14","6257705","841","delivered","bank_bca","paid"
"664","875","2025-07-29 10:19:06","1760349","104","processing","bank_mandiri","partial"
"665","376","2025-05-23 05:21:06","5015971","930","on_hold","paypal","failed"
"666","586","2025-04-30 23:23:23","3702491","888","on_hold","ovo","refunded"
"667","532","2025-02-27 14:07:40","814344","258","awaiting_shipment","paypal","failed"
"668","345","2025-03-14 16:01:46","2620833","604","refunded","debit_card","partial"
"669","325","2025-07-19 17:23:42","1174179","787","pending","credit_card","pending"
"670","852","2025-07-18 05:47:14","7062585","228","awaiting_shipment","bank_mandiri","pending"
"671","358","2025-06-27 17:57:04","3440639","708","refunded","bank_mandiri","chargeback"
"672","924","2025-05-08 22:35:28","1305353","621","delivered","cash","refunded"
"673","438","2025-04-09 07:53:00","1354310","394","processing","ovo","chargeback"
"674","556","2025-05-21 10:33:42","4445173","131","delivered","ovo","overpaid"
"675","223","2025-05-12 01:23:10","8964984","364","awaiting_payment","ovo","overpaid"
"676","64","2025-07-25 14:04:29","2132103","720","processing","ovo","chargeback"
"677","316","2025-02-23 23:52:05","828326","768","pending","dana","overpaid"
"678","192","2025-08-09 18:48:05","9365637","619","cancelled","bank_mandiri","overpaid"
"679","370","2025-07-22 09:06:31","725117","884","on_hold","bank_bca","failed"
"680","485","2025-06-19 17:12:09","3070027","693","delivered","e-wallet","paid"
"681","184","2025-04-08 02:13:57","7419701","255","refunded","transfer","failed"
"682","88","2025-08-05 08:35:08","869516","434","shipped","bank_bni","failed"
"683","877","2025-06-12 10:40:45","358202","749","shipped","cash","failed"
"684","298","2025-08-06 02:24:54","7386468","255","processing","credit_card","chargeback"
"685","62","2025-04-20 13:49:59","2491400","322","awaiting_shipment","bank_bca","overpaid"
"686","538","2025-05-10 09:54:39","5324874","422","delivered","ovo","paid"
"687","565","2025-03-30 20:01:35","3574373","696","returned","cash","partial"
"688","657","2025-06-02 18:51:59","5142841","904","processing","debit_card","chargeback"
"689","776","2025-03-16 11:34:52","8330362","334","delivered","transfer","paid"
"690","34","2025-05-08 19:15:59","3307042","867","awaiting_payment","debit_card","failed"
"691","261","2025-02-19 17:51:17","8349990","127","delivered","bank_bni","refunded"
"692","821","2025-03-30 12:16:43","7067559","347","on_hold","paypal","refunded"
"693","184","2025-06-22 22:33:34","1500864","36","refunded","ovo","refunded"
"694","547","2025-04-17 11:43:49","518921","701","on_hold","paypal","pending"
"695","947","2025-04-14 20:36:58","1307035","873","awaiting_shipment","ovo","failed"
"696","965","2025-05-14 04:15:30","9428087","537","awaiting_shipment","paypal","chargeback"
"697","887","2025-07-17 07:42:01","3618709","263","pending","paypal","refunded"
"698","317","2025-02-27 15:19:32","5762153","925","refunded","ovo","pending"
"699","336","2025-06-12 07:32:22","1685774","50","awaiting_shipment","bank_mandiri","failed"
"700","708","2025-07-09 14:23:08","6602529","330","cancelled","bank_bni","failed"
"701","464","2025-05-20 11:42:57","4338197","343","cancelled","dana","overpaid"
"702","251","2025-03-15 18:54:39","395609","187","refunded","bank_mandiri","failed"
"703","440","2025-08-02 20:39:07","911688","199","refunded","cash","refunded"
"704","504","2025-07-03 18:14:43","4805685","671","awaiting_payment","dana","failed"
"705","133","2025-06-26 17:21:36","3842339","293","cancelled","paypal","failed"
"706","43","2025-03-26 09:23:00","7654371","289","shipped","dana","chargeback"
"707","876","2025-07-06 05:00:09","8722184","238","refunded","debit_card","failed"
"708","23","2025-03-28 08:32:16","7880770","159","processing","bank_mandiri","chargeback"
"709","898","2025-05-21 15:01:38","261673","980","refunded","bank_mandiri","partial"
"710","376","2025-05-30 04:51:01","486951","354","pending","credit_card","failed"
"711","712","2025-07-11 10:21:17","528659","543","awaiting_shipment","paypal","chargeback"
"712","676","2025-07-24 03:15:30","7771859","728","returned","ovo","pending"
"713","131","2025-06-05 11:36:34","507290","547","returned","paypal","partial"
"714","162","2025-06-03 03:56:54","3131251","882","delivered","e-wallet","failed"
"715","235","2025-07-22 05:04:42","5585222","32","returned","debit_card","failed"
"716","745","2025-07-18 20:07:42","1237166","759","refunded","dana","pending"
"717","515","2025-04-11 20:38:04","2252314","490","awaiting_shipment","debit_card","partial"
"718","300","2025-04-21 18:08:57","8422723","2","awaiting_payment","bank_bni","paid"
"719","572","2025-05-22 18:26:54","8167639","320","refunded","debit_card","overpaid"
"720","493","2025-06-03 22:38:10","8161905","620","cancelled","ovo","partial"
"721","368","2025-06-16 12:36:19","4837740","300","delivered","bank_bca","paid"
"722","271","2025-02-25 10:17:19","3707411","660","awaiting_payment","paypal","refunded"
"723","610","2025-06-27 16:09:13","5964355","763","awaiting_payment","bank_mandiri","refunded"
"724","232","2025-07-21 05:46:48","4322869","619","cancelled","debit_card","chargeback"
"725","857","2025-07-22 03:49:30","6919267","662","awaiting_shipment","cash","paid"
"726","599","2025-05-14 19:49:28","4238296","652","refunded","e-wallet","pending"
"727","904","2025-06-10 04:04:38","9173668","620","shipped","bank_bca","overpaid"
"728","784","2025-06-02 17:24:51","4858223","926","pending","bank_mandiri","refunded"
"729","691","2025-05-02 20:17:43","5837652","194","pending","bank_bca","refunded"
"730","678","2025-04-13 10:17:14","5090626","676","returned","transfer","chargeback"
