"id","user_id","product_id","rating","review_text"
"699","731","173","2","Review produk nomor 699"
"700","873","384","1","Review produk nomor 700"
"701","535","321","2","Review produk nomor 701"
"702","581","63","3","Review produk nomor 702"
"703","935","197","2","Review produk nomor 703"
"704","987","951","5","Review produk nomor 704"
"705","804","797","2","Review produk nomor 705"
"706","4","572","4","Review produk nomor 706"
"707","316","876","3","Review produk nomor 707"
"708","16","651","3","Review produk nomor 708"
"709","299","957","1","Review produk nomor 709"
"710","577","895","2","Review produk nomor 710"
"711","7","601","3","Review produk nomor 711"
"712","163","42","5","Review produk nomor 712"
"713","172","764","5","Review produk nomor 713"
"714","913","638","4","Review produk nomor 714"
"715","628","597","4","Review produk nomor 715"
"716","738","357","2","Review produk nomor 716"
"717","988","348","4","Review produk nomor 717"
"718","577","430","2","Review produk nomor 718"
"719","897","12","5","Review produk nomor 719"
"720","947","820","3","Review produk nomor 720"
"721","311","326","5","Review produk nomor 721"
"722","517","54","3","Review produk nomor 722"
"723","806","528","5","Review produk nomor 723"
"724","825","48","5","Review produk nomor 724"
"725","485","748","2","Review produk nomor 725"
"726","60","319","3","Review produk nomor 726"
"727","545","625","2","Review produk nomor 727"
"728","469","323","3","Review produk nomor 728"
"729","918","507","2","Review produk nomor 729"
"730","963","963","2","Review produk nomor 730"
"731","261","553","5","Review produk nomor 731"
"732","529","686","2","Review produk nomor 732"
"733","952","61","1","Review produk nomor 733"
"734","320","665","4","Review produk nomor 734"
"735","17","898","1","Review produk nomor 735"
"736","481","487","1","Review produk nomor 736"
"737","56","317","4","Review produk nomor 737"
"738","478","264","5","Review produk nomor 738"
"739","716","361","3","Review produk nomor 739"
"740","962","321","1","Review produk nomor 740"
"741","645","352","1","Review produk nomor 741"
"742","925","33","1","Review produk nomor 742"
"743","291","334","2","Review produk nomor 743"
"744","84","216","1","Review produk nomor 744"
"745","258","802","2","Review produk nomor 745"
"746","877","215","3","Review produk nomor 746"
"747","874","954","3","Review produk nomor 747"
"748","930","508","2","Review produk nomor 748"
"749","569","945","4","Review produk nomor 749"
"750","590","932","1","Review produk nomor 750"
"751","34","676","4","Review produk nomor 751"
"752","266","146","2","Review produk nomor 752"
"753","340","798","3","Review produk nomor 753"
"754","589","948","4","Review produk nomor 754"
"755","240","756","4","Review produk nomor 755"
"756","566","322","3","Review produk nomor 756"
"757","58","611","5","Review produk nomor 757"
"758","897","673","4","Review produk nomor 758"
"759","301","243","5","Review produk nomor 759"
"760","766","517","3","Review produk nomor 760"
"761","163","449","3","Review produk nomor 761"
"762","823","318","5","Review produk nomor 762"
"763","631","581","3","Review produk nomor 763"
"764","213","57","1","Review produk nomor 764"
"765","82","876","2","Review produk nomor 765"
"766","180","31","1","Review produk nomor 766"
"767","719","330","4","Review produk nomor 767"
"768","340","172","2","Review produk nomor 768"
"769","739","712","2","Review produk nomor 769"
"770","817","11","1","Review produk nomor 770"
"771","323","487","1","Review produk nomor 771"
"772","573","388","4","Review produk nomor 772"
"773","838","915","3","Review produk nomor 773"
"774","600","984","4","Review produk nomor 774"
"775","120","169","3","Review produk nomor 775"
"776","556","638","4","Review produk nomor 776"
"777","215","265","4","Review produk nomor 777"
"778","4","550","2","Review produk nomor 778"
"779","715","916","3","Review produk nomor 779"
"780","162","271","1","Review produk nomor 780"
"781","397","626","1","Review produk nomor 781"
"782","10","669","3","Review produk nomor 782"
"783","128","982","1","Review produk nomor 783"
"784","960","267","1","Review produk nomor 784"
"785","414","196","4","Review produk nomor 785"
"786","348","811","1","Review produk nomor 786"
"787","517","325","2","Review produk nomor 787"
"788","726","740","5","Review produk nomor 788"
"789","918","196","5","Review produk nomor 789"
"790","834","749","3","Review produk nomor 790"
"791","649","696","4","Review produk nomor 791"
"792","793","361","3","Review produk nomor 792"
"793","870","83","2","Review produk nomor 793"
"794","268","467","3","Review produk nomor 794"
"795","906","657","4","Review produk nomor 795"
"796","534","168","1","Review produk nomor 796"
"797","769","117","2","Review produk nomor 797"
"798","815","247","3","Review produk nomor 798"
"799","731","591","5","Review produk nomor 799"
"800","450","30","3","Review produk nomor 800"
"801","602","699","1","Review produk nomor 801"
"802","570","829","4","Review produk nomor 802"
"803","91","101","3","Review produk nomor 803"
"804","611","454","5","Review produk nomor 804"
"805","984","630","1","Review produk nomor 805"
"806","351","115","5","Review produk nomor 806"
"807","698","111","4","Review produk nomor 807"
"808","558","139","5","Review produk nomor 808"
"809","669","692","2","Review produk nomor 809"
"810","621","772","4","Review produk nomor 810"
"811","243","295","1","Review produk nomor 811"
"812","607","138","5","Review produk nomor 812"
"813","748","717","4","Review produk nomor 813"
"814","260","778","2","Review produk nomor 814"
"815","639","15","1","Review produk nomor 815"
"816","338","662","5","Review produk nomor 816"
"817","110","453","2","Review produk nomor 817"
"818","261","733","2","Review produk nomor 818"
"819","936","301","5","Review produk nomor 819"
"820","988","151","1","Review produk nomor 820"
"821","595","942","3","Review produk nomor 821"
"822","106","399","2","Review produk nomor 822"
"823","689","838","1","Review produk nomor 823"
"824","344","554","5","Review produk nomor 824"
"825","449","434","4","Review produk nomor 825"
"826","184","615","4","Review produk nomor 826"
"827","713","222","4","Review produk nomor 827"
"828","358","598","4","Review produk nomor 828"
"829","390","722","1","Review produk nomor 829"
"830","974","706","5","Review produk nomor 830"
"831","64","608","3","Review produk nomor 831"
"832","251","138","3","Review produk nomor 832"
"833","57","584","3","Review produk nomor 833"
"834","168","336","2","Review produk nomor 834"
"835","955","382","2","Review produk nomor 835"
"836","979","22","1","Review produk nomor 836"
"837","295","546","3","Review produk nomor 837"
"838","802","893","1","Review produk nomor 838"
"839","952","770","1","Review produk nomor 839"
"840","474","737","4","Review produk nomor 840"
"841","666","237","1","Review produk nomor 841"
"842","109","401","3","Review produk nomor 842"
"843","36","485","5","Review produk nomor 843"
"844","417","983","3","Review produk nomor 844"
"845","297","82","3","Review produk nomor 845"
"846","185","480","3","Review produk nomor 846"
"847","712","23","3","Review produk nomor 847"
"848","242","67","5","Review produk nomor 848"
"849","963","262","1","Review produk nomor 849"
"850","120","896","3","Review produk nomor 850"
"851","162","911","5","Review produk nomor 851"
"852","511","712","4","Review produk nomor 852"
"853","13","61","5","Review produk nomor 853"
"854","258","418","1","Review produk nomor 854"
"855","594","51","5","Review produk nomor 855"
"856","929","335","1","Review produk nomor 856"
"857","777","832","1","Review produk nomor 857"
"858","830","461","1","Review produk nomor 858"
"859","366","824","5","Review produk nomor 859"
"860","424","475","2","Review produk nomor 860"
"861","47","146","2","Review produk nomor 861"
"862","581","176","4","Review produk nomor 862"
"863","163","759","2","Review produk nomor 863"
"864","818","659","5","Review produk nomor 864"
"865","467","902","1","Review produk nomor 865"
"866","634","369","3","Review produk nomor 866"
"867","289","929","1","Review produk nomor 867"
"868","120","564","3","Review produk nomor 868"
"869","793","448","2","Review produk nomor 869"
"870","499","381","4","Review produk nomor 870"
"871","932","753","2","Review produk nomor 871"
"872","947","260","3","Review produk nomor 872"
"873","216","621","2","Review produk nomor 873"
"874","739","308","5","Review produk nomor 874"
"875","493","543","5","Review produk nomor 875"
"876","930","776","2","Review produk nomor 876"
"877","897","567","4","Review produk nomor 877"
"878","633","660","4","Review produk nomor 878"
"879","887","853","2","Review produk nomor 879"
"880","590","149","3","Review produk nomor 880"
"881","382","653","4","Review produk nomor 881"
"882","565","641","2","Review produk nomor 882"
"883","340","687","3","Review produk nomor 883"
"884","870","878","2","Review produk nomor 884"
"885","348","948","5","Review produk nomor 885"
"886","360","575","3","Review produk nomor 886"
"887","114","69","5","Review produk nomor 887"
"888","37","760","2","Review produk nomor 888"
"889","968","971","1","Review produk nomor 889"
"890","273","177","3","Review produk nomor 890"
"891","52","340","1","Review produk nomor 891"
"892","536","158","5","Review produk nomor 892"
"893","670","729","3","Review produk nomor 893"
"894","967","49","2","Review produk nomor 894"
"895","855","852","3","Review produk nomor 895"
"896","150","964","3","Review produk nomor 896"
"897","791","567","4","Review produk nomor 897"
"898","99","471","1","Review produk nomor 898"
"899","398","477","1","Review produk nomor 899"
"900","5","898","3","Review produk nomor 900"
"901","552","316","4","Review produk nomor 901"
"902","255","926","3","Review produk nomor 902"
"903","618","560","4","Review produk nomor 903"
"904","951","214","2","Review produk nomor 904"
"905","125","210","5","Review produk nomor 905"
"906","819","245","4","Review produk nomor 906"
"907","446","261","1","Review produk nomor 907"
"908","484","742","3","Review produk nomor 908"
"909","204","130","1","Review produk nomor 909"
"910","608","999","2","Review produk nomor 910"
"911","723","540","5","Review produk nomor 911"
"912","188","528","5","Review produk nomor 912"
"913","167","773","3","Review produk nomor 913"
"914","448","632","3","Review produk nomor 914"
"915","249","36","4","Review produk nomor 915"
"916","962","907","5","Review produk nomor 916"
"917","687","458","5","Review produk nomor 917"
"918","633","710","1","Review produk nomor 918"
"919","679","773","2","Review produk nomor 919"
"920","982","463","3","Review produk nomor 920"
"921","433","795","4","Review produk nomor 921"
"922","723","521","1","Review produk nomor 922"
"923","213","913","4","Review produk nomor 923"
"924","236","388","5","Review produk nomor 924"
"925","797","945","2","Review produk nomor 925"
"926","262","885","4","Review produk nomor 926"
"927","919","614","2","Review produk nomor 927"
"928","584","765","4","Review produk nomor 928"
"929","312","954","3","Review produk nomor 929"
"930","428","965","1","Review produk nomor 930"
"931","4","221","2","Review produk nomor 931"
"932","420","999","2","Review produk nomor 932"
"933","459","617","3","Review produk nomor 933"
"934","473","539","4","Review produk nomor 934"
"935","409","438","2","Review produk nomor 935"
"936","900","524","5","Review produk nomor 936"
"937","273","545","1","Review produk nomor 937"
"938","616","771","3","Review produk nomor 938"
"939","146","149","5","Review produk nomor 939"
"940","362","709","4","Review produk nomor 940"
"941","998","175","1","Review produk nomor 941"
"942","673","867","3","Review produk nomor 942"
"943","792","271","4","Review produk nomor 943"
"944","340","496","4","Review produk nomor 944"
"945","890","659","3","Review produk nomor 945"
"946","849","834","5","Review produk nomor 946"
"947","396","680","5","Review produk nomor 947"
"948","348","237","5","Review produk nomor 948"
"949","416","346","3","Review produk nomor 949"
"950","457","513","3","Review produk nomor 950"
"951","760","439","5","Review produk nomor 951"
"952","282","881","3","Review produk nomor 952"
"953","295","952","4","Review produk nomor 953"
"954","376","841","3","Review produk nomor 954"
"955","188","459","4","Review produk nomor 955"
"956","315","788","3","Review produk nomor 956"
"957","329","367","2","Review produk nomor 957"
"958","765","152","2","Review produk nomor 958"
"959","278","131","2","Review produk nomor 959"
"960","967","645","4","Review produk nomor 960"
"961","186","7","2","Review produk nomor 961"
"962","852","353","2","Review produk nomor 962"
"963","844","112","4","Review produk nomor 963"
"964","631","197","1","Review produk nomor 964"
"965","219","955","4","Review produk nomor 965"
"966","585","939","3","Review produk nomor 966"
"967","527","985","2","Review produk nomor 967"
"968","713","547","2","Review produk nomor 968"
"969","341","510","1","Review produk nomor 969"
"970","941","868","2","Review produk nomor 970"
"971","9","974","3","Review produk nomor 971"
"972","652","231","4","Review produk nomor 972"
"973","342","937","5","Review produk nomor 973"
"974","366","433","4","Review produk nomor 974"
"975","21","386","5","Review produk nomor 975"
"976","985","792","5","Review produk nomor 976"
"977","887","938","4","Review produk nomor 977"
"978","809","680","1","Review produk nomor 978"
"979","412","363","4","Review produk nomor 979"
"980","197","887","3","Review produk nomor 980"
"981","443","433","3","Review produk nomor 981"
"982","865","308","5","Review produk nomor 982"
"983","476","276","1","Review produk nomor 983"
"984","382","672","3","Review produk nomor 984"
"985","636","173","1","Review produk nomor 985"
"986","587","645","2","Review produk nomor 986"
"987","763","617","1","Review produk nomor 987"
"988","672","47","5","Review produk nomor 988"
"989","208","307","3","Review produk nomor 989"
"990","892","92","3","Review produk nomor 990"
"991","257","542","5","Review produk nomor 991"
"992","656","927","4","Review produk nomor 992"
"993","612","613","3","Review produk nomor 993"
"994","673","7","1","Review produk nomor 994"
"995","316","775","5","Review produk nomor 995"
"996","962","985","5","Review produk nomor 996"
"997","4","931","4","Review produk nomor 997"
"998","648","96","4","Review produk nomor 998"
"999","469","11","2","Review produk nomor 999"
"1000","436","870","1","Review produk nomor 1000"
